time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,u_lumbar_extension,u_lumbar_bending,u_lumbar_rotation,u_arm_flex_r,u_arm_add_r,u_arm_rot_r,u_elbow_flex_r,u_pro_sup_r
1.8,312.835,509.8839,370.7764,7.437204,0.2623046,-9.142761,3.61694,-25.26536,22.78512,44.95438,99.52485,558.9992,135.6421,585.2914,884.7475,674.3764,572.2176,213.3583,333.8366,660.4695,0.01484,-0.0178294,0.018225,0.03138,-0.02193,-0.23576,-0.01792,-0.03628
1.81,312.7207,509.9287,370.7129,7.452044,0.2444752,-9.124536,3.64832,-25.28729,22.54936,44.93646,99.48857,559.1014,136.3067,585.6602,884.7725,674.3905,572.2259,213.1567,334.0757,660.6429,-0.009251,0.0069454,-0.023696,0.081983,-0.13108,-0.00666,0.06364,0.02657
1.82,312.5913,509.9532,370.6828,7.442793,0.2514206,-9.148232,3.730303,-25.41837,22.5427,45.0001,99.51514,559.1431,136.8678,586.0164,884.7479,674.3768,572.2229,212.9527,334.2198,660.7361,0.006513,-0.0207038,-0.002264,-0.021683,-0.02069,-0.02718,0.0613,-0.09442
1.83,312.4764,509.9798,370.6448,7.449306,0.2307168,-9.150496,3.70862,-25.43906,22.51552,45.0614,99.42072,559.1846,137.5333,586.3371,884.7571,674.3993,572.2171,212.7383,334.3778,660.8639,0.042058,-0.0247965,-0.018182,-0.060412,-0.03328,-0.00066,0.09949,0.02448
1.84,312.3484,510.0036,370.5945,7.491364,0.2059203,-9.168678,3.648208,-25.47234,22.51486,45.16089,99.4452,559.1714,138.1065,586.5787,884.7496,674.4162,572.2245,212.4838,334.5241,661.0285,0.006436,-0.0181411,-0.004881,-0.138787,0.03382,0.12008,0.1526,0.13495
1.85,312.2245,510.031,370.5687,7.4978,0.1877792,-9.173559,3.509421,-25.43852,22.63494,45.31349,99.58015,559.148,138.6933,586.7566,884.7644,674.4463,572.2325,212.2827,334.7804,661.1924,0.006234,-0.0265828,-0.005951,-0.014016,-0.03717,-0.00756,0.08015,-0.07615
1.86,312.0843,510.0483,370.5235,7.504034,0.1611964,-9.17951,3.495405,-25.47569,22.62738,45.39364,99.504,559.1941,139.2899,587.1091,884.7586,674.4241,572.2328,212.0489,334.9184,661.3374,0.049241,-0.0350844,-0.005836,-0.058674,-0.0295,0.00408,0.09558,-0.09896
1.87,311.9595,510.0791,370.4877,7.553275,0.126112,-9.185346,3.436731,-25.50519,22.63146,45.48922,99.40504,559.2383,139.9794,587.4264,884.7568,674.4034,572.2176,211.8164,335.0221,661.4992,-0.003302,-0.0083119,-0.015887,-0.007798,-0.01782,-0.02292,0.07935,-0.00876
1.88,311.8397,510.1194,370.4265,7.549973,0.1178001,-9.201233,3.428933,-25.52301,22.60854,45.56857,99.39628,559.2916,140.6431,587.6378,884.7658,674.4219,572.2253,211.6055,335.1818,661.6404,0.022731,-0.02746444,0.008078,0.101606,-0.10178,-0.15913,0.03895,0.08015
1.89,311.7126,510.1267,370.3861,7.572704,0.09033566,-9.193155,3.530539,-25.62479,22.44941,45.60752,99.47643,559.3058,141.2291,587.8178,884.7768,674.4287,572.2238,211.4016,335.2091,661.6786,0.004377,-0.01531527,-0.014653,0.025815,-0.0406,-0.03327,0.07636,-0.02245
1.9,311.5899,510.1531,370.3285,7.577081,0.07502039,-9.207808,3.556354,-25.66539,22.41614,45.68388,99.45398,559.3866,141.9349,587.9825,884.7596,674.4016,572.2202,211.1795,335.3562,661.8114,0.027275,-0.00521096,-0.013567,-0.006389,-0.06542,-0.03313,0.11508,-0.0664
1.91,311.477,510.1911,370.2734,7.604356,0.06980943,-9.221375,3.549965,-25.73081,22.38301,45.79896,99.38758,559.6169,142.8502,588.2137,884.7467,674.4021,572.2316,210.9521,335.461,661.9179,0.024106,-0.00530227,-0.008923,-0.010728,-0.04589,-0.06763,0.11231,-0.06765
1.92,311.3553,510.219,370.201,7.628462,0.06450716,-9.230298,3.539237,-25.7767,22.31538,45.91127,99.31993,559.943,143.9078,588.4844,884.7633,674.4247,572.2164,210.7161,335.5568,662.0128,-0.018071,-0.01451104,0.004609,-0.000813,-0.03739,-0.10662,0.13875,-0.08058
1.93,311.2304,510.2466,370.1612,7.610391,0.04999612,-9.225689,3.538424,-25.81409,22.20876,46.05002,99.23935,560.3222,144.9933,588.6589,884.772,674.4461,572.2273,210.4851,335.6144,662.0409,0.012007,-0.02536369,-0.008148,-0.018032,-0.0059,-0.10392,0.13664,-0.00511
1.94,311.1286,510.2868,370.1046,7.622398,0.02463243,-9.233837,3.520392,-25.81999,22.10484,46.18666,99.23424,560.6055,146.0535,588.8145,884.7291,674.3701,572.2214,210.2547,335.7542,662.1641,-0.003111,-0.021833698,0.024623,-0.027262,-0.00651,-0.15886,0.16374,0.06718
1.95,311.0125,510.3287,370.0484,7.619287,0.002798732,-9.209214,3.49313,-25.8265,21.94598,46.3504,99.30142,560.8122,147.1323,588.9167,884.7522,674.3911,572.2256,209.9872,335.8629,662.2841,0.032058,-0.028039102,-0.010555,-0.02304,0.00257,-0.08287,0.13263,0.04062
1.96,310.9017,510.357,369.9726,7.651345,-0.02524037,-9.219769,3.47009,-25.82393,21.86311,46.48303,99.34204,561.1747,148.2963,589.0796,884.755,674.4078,572.2103,209.7693,336.0178,662.3492,0.01558,0.00727111,-0.007853,-0.025958,-0.01948,-0.12641,0.18257,0.02349
1.97,310.7723,510.3858,369.9136,7.666925,-0.01796926,-9.227622,3.444132,-25.84341,21.7367,46.6656,99.36553,561.7622,149.933,589.3094,884.7562,674.402,572.2246,209.5259,336.0996,662.4639,-0.009904,-0.02253672,-0.002436,-0.015216,0.01463,-0.09141,0.20334,0.04763
1.98,310.6509,510.4045,369.8343,7.657021,-0.04050598,-9.230058,3.428916,-25.82878,21.64529,46.86894,99.41316,562.2538,151.3524,589.5151,884.7726,674.4143,572.2266,209.3181,336.1594,662.4983,0.035331,-0.01187047,-0.009492,-0.009875,-0.06421,-0.09379,0.1924,-0.12275
1.99,310.5305,510.4525,369.7831,7.692352,-0.05237645,-9.23955,3.419041,-25.89299,21.5515,47.06134,99.29041,562.8916,153.1068,589.6123,884.7481,674.3878,572.2289,209.1011,336.2342,662.5447,-0.02934,-0.01639344,-0.00062,0.017921,-0.00454,-0.16966,0.21726,0.00132
2,310.4078,510.4652,369.704,7.663012,-0.06876989,-9.24017,3.436962,-25.89753,21.38184,47.2786,99.29173,563.491,154.8138,589.7745,884.7739,674.4303,572.2218,208.8982,336.3542,662.6777,0.046527,-0.00976,-0.02611,-0.017334,-0.07591,-0.0962,0.29814,0.054
2.01,310.2908,510.4922,369.6283,7.709539,-0.07852989,-9.26628,3.419628,-25.97344,21.28564,47.57674,99.34573,564.1216,156.6689,590.0654,884.7777,674.418,572.2182,208.6452,336.3641,662.8645,0.050453,-0.03437391,0.002415,-0.065439,-0.0258,-0.14302,0.31229,-0.09296
2.02,310.1445,510.4843,369.5421,7.759992,-0.1129038,-9.263865,3.354189,-25.99924,21.14262,47.88903,99.25277,564.8254,158.7101,590.2573,884.7584,674.4107,572.2265,208.3525,336.3814,663.1077,0.038359,-0.0076248,-0.011313,-0.040688,-0.05841,-0.1476,0.29889,-0.08164
2.03,310.0312,510.5223,369.4964,7.798351,-0.1205286,-9.275178,3.313501,-26.05765,20.99502,48.18792,99.17113,565.6381,160.8323,590.5986,884.7478,674.3947,572.216,208.1619,336.4771,663.2446,0.00782,0.0023645,-0.021843,0.014444,-0.03127,-0.14108,0.22783,-0.10781
2.04,309.9045,510.5278,369.4109,7.806171,-0.1181641,-9.297021,3.327945,-26.08892,20.85394,48.41575,99.06332,566.6406,163.227,591.0084,884.7684,674.4282,572.229,208.012,336.6637,663.345,-0.001817,-0.005023,-0.032178,0.08097,-0.06456,-0.12332,0.23035,0.01674
2.05,309.7873,510.5531,369.3635,7.804354,-0.1231871,-9.329199,3.408915,-26.15348,20.73062,48.6461,99.08006,567.4348,165.4711,591.1805,884.7495,674.4044,572.2149,207.8561,336.8235,663.4655,0.041387,-0.0123907,-0.019975,-0.025863,-0.03777,-0.15505,0.28216,0.15008
2.06,309.6619,510.5725,369.29,7.845741,-0.1355778,-9.349174,3.383052,-26.19125,20.57557,48.92826,99.23014,568.2324,167.5192,591.5506,884.7513,674.386,572.2172,207.7488,337.0291,663.6237,0.007436,0.0037646,-0.015863,0.058883,-0.08691,-0.15915,0.32734,-0.22886
2.07,309.5531,510.613,369.2295,7.853177,-0.1318132,-9.365037,3.441935,-26.27816,20.41642,49.2556,99.00128,569.1963,170.1675,591.8443,884.7782,674.4157,572.2229,207.5559,337.1181,663.8776,0.026281,-0.0275439,-0.009253,0.013061,-0.03955,-0.20189,0.27909,0.01833
2.08,309.4129,510.6553,369.1498,7.879458,-0.1593571,-9.37429,3.454996,-26.31771,20.21453,49.53469,99.01961,570.1289,172.5145,592.1606,884.7481,674.4141,572.206,207.4128,337.2217,664.1081,0.028976,-0.0150852,-0.005748,-0.00269,-0.06416,-0.18145,0.3272,-0.05264
2.09,309.2832,510.6918,369.0913,7.908434,-0.1744423,-9.380038,3.452306,-26.38187,20.03308,49.86189,98.96697,571.179,175.2189,592.6902,884.772,674.4029,572.2201,207.3145,337.3774,664.2855,-0.012092,-0.0286366,-0.002684,0.041457,-0.01596,-0.17518,0.28802,-0.03483
2.1,309.153,510.7057,369.0489,7.896342,-0.2030789,-9.382722,3.493763,-26.39783,19.8579,50.14991,98.93214,572.2097,178.1185,593.0593,884.7585,674.3863,572.2293,207.253,337.6291,664.5654,-0.016511,-0.0013387,0.005882,0.000462,0.01058,-0.19829,0.34056,0.10656
2.11,309.0187,510.749,369.0069,7.879831,-0.2044176,-9.37684,3.494225,-26.38725,19.65961,50.49047,99.0387,573.2851,180.724,593.6736,884.7423,674.3776,572.2226,207.215,337.9044,664.819,0.083186,-0.0272047,-0.034825,-0.026275,-0.02677,-0.12214,0.31504,-0.07927
2.12,308.9337,510.7678,368.9503,7.963017,-0.2316223,-9.411665,3.46795,-26.41402,19.53747,50.80551,98.95943,574.6005,183.9525,594.2588,884.7572,674.4008,572.2202,207.2197,338.0771,665.0979,0.047675,-0.0222186,-0.014481,-0.00642,-0.00603,-0.20416,0.32198,-0.026
2.13,308.7986,510.8016,368.9111,8.010692,-0.2538409,-9.426146,3.46153,-26.42005,19.33331,51.12749,98.93343,575.6067,186.7592,594.7537,884.759,674.3973,572.2178,207.1246,338.2759,665.516,-0.015225,-0.0262241,-0.025127,0.07174,-0.03469,-0.17605,0.36357,0.04489
2.14,308.6644,510.8542,368.8673,7.995467,-0.280065,-9.451273,3.53327,-26.45474,19.15726,51.49106,98.97832,576.9023,190.0406,595.3965,884.7696,674.427,572.2278,207.1328,338.4091,665.7945,0.043801,-0.0277036,-0.021147,0.039323,-0.068,-0.1811,0.35128,0.22704
2.15,308.5276,510.8743,368.8113,8.039268,-0.3077686,-9.47242,3.572593,-26.52274,18.97616,51.84234,99.20536,578.0841,193.1305,596.0096,884.7499,674.4098,572.2219,207.2301,338.8152,665.9918,0.002474,-0.0211367,-0.017931,0.087253,-0.04228,-0.23295,0.32952,-0.13889
2.16,308.3777,510.8796,368.7615,8.041742,-0.3289053,-9.490351,3.659846,-26.56502,18.74321,52.17186,99.06647,579.4776,196.5969,596.7461,884.7372,674.4078,572.2248,207.2647,338.9616,666.388,-0.033135,-0.0073568,-0.006361,0.114327,-0.10377,-0.31193,0.32648,-0.04511
2.17,308.2472,510.9123,368.7223,8.008607,-0.3362621,-9.496712,3.774173,-26.66879,18.43128,52.49834,99.02136,580.8983,200.0666,597.6843,884.7832,674.4299,572.2213,207.383,339.2473,666.753,0.02744,-0.0378457,-0.008477,0.08397,-0.05085,-0.25677,0.38075,-0.04247
2.18,308.0967,510.916,368.6661,8.036047,-0.3741078,-9.505189,3.858143,-26.71964,18.17451,52.87909,98.97889,582.2716,203.6654,598.5166,884.7609,674.3979,572.2297,207.4868,339.4298,667.1474,-0.060686,0.0059916,-0.014875,0.209731,-0.05326,-0.23176,0.29225,-0.03992
2.19,307.9333,510.9209,368.6053,7.975361,-0.3681162,-9.520064,4.067874,-26.7729,17.94275,53.17134,98.93897,583.4811,207.0802,599.1204,884.7651,674.4162,572.2255,207.5888,339.7573,667.6123,0.018417,0.0044997,-0.012119,0.088064,-0.06637,-0.21016,0.32427,-0.0105
2.2,307.8025,510.9379,368.5858,7.993778,-0.3636165,-9.532183,4.155938,-26.83927,17.73259,53.49561,98.92847,584.9942,210.7191,600.2218,884.782,674.4134,572.2254,207.8372,340.1353,668.0023,-0.016351,-0.0109914,-0.020411,0.165148,-0.06693,-0.19737,0.36848,-0.02376
2.21,307.6729,510.9628,368.5527,7.977427,-0.3746079,-9.552594,4.321086,-26.9062,17.53522,53.86409,98.90471,586.6359,214.6747,601.3344,884.764,674.4056,572.2219,208.1399,340.4878,668.4516,0.001879,-0.0202428,0.012172,0.162797,-0.04925,-0.26785,0.33949,-0.20728
2.22,307.5254,510.9753,368.5063,7.979306,-0.3948507,-9.540422,4.483883,-26.95545,17.26737,54.20358,98.69743,588.2133,218.7598,602.3279,884.7751,674.4197,572.2227,208.4039,340.6768,668.8252,0.02778,-0.0156089,-0.029352,0.162826,-0.10629,-0.19877,0.32444,0.27238
2.23,307.4149,511.0119,368.4643,8.007086,-0.4104596,-9.569774,4.646709,-27.06174,17.0686,54.52802,98.96981,589.7863,222.651,603.4448,884.783,674.4103,572.2208,208.8156,341.2014,669.2251,0.019281,-0.0272369,-0.0062,0.149651,-0.04829,-0.20749,0.31326,-0.11726
2.24,307.2661,511.017,368.4426,8.026367,-0.4376965,-9.575974,4.79636,-27.11003,16.86111,54.84128,98.85255,591.4064,226.8825,604.504,884.7488,674.4101,572.2206,209.2241,341.7086,669.7038,0.001294,-0.0212352,-0.02406,0.202549,-0.05094,-0.16705,0.23784,0.03099
2.25,307.123,511.075,368.3905,8.027661,-0.4589317,-9.600034,4.998909,-27.16097,16.69406,55.07912,98.88354,593.0052,231.0506,605.548,884.7617,674.3977,572.2252,209.6521,342.2535,670.1989,0.01292,-0.0149426,-0.014458,0.197217,-0.09194,-0.19036,0.36309,0.09128
2.26,306.9659,511.1005,368.3693,8.040581,-0.4738743,-9.614492,5.196126,-27.25291,16.5037,55.44221,98.97482,594.6953,235.3832,606.6928,884.7805,674.4211,572.2439,210.2711,342.7448,670.456,0.055589,-0.0247478,-0.028766,0.172225,-0.1121,-0.18489,0.37736,0.03235
2.27,306.8287,511.1679,368.3408,8.09617,-0.4986221,-9.643258,5.368351,-27.36501,16.31881,55.81957,99.00717,596.414,239.8725,607.9652,884.7635,674.405,572.2284,210.8202,343.2901,671.0296,-0.022082,-0.0075628,-0.034393,0.2316,-0.03411,-0.21512,0.27595,0.10922
2.28,306.6854,511.2097,368.3207,8.074088,-0.5061849,-9.677651,5.599951,-27.39912,16.10369,56.09552,99.11639,598.0803,244.2938,609.1096,884.7775,674.4247,572.2221,211.4711,343.8431,671.5043,0.060285,-0.0200935,-0.007582,0.14071,-0.0448,-0.16481,0.38183,-0.03417
2.29,306.5356,511.2289,368.3077,8.134373,-0.5262784,-9.685233,5.740661,-27.44392,15.93888,56.47735,99.08222,599.807,248.9013,610.2697,884.7613,674.3784,572.2213,212.1234,344.4682,671.9913,-0.016671,-0.0318448,-0.017967,0.277755,-0.02788,-0.19358,0.24477,-0.11504
2.3,306.3844,511.2571,368.3037,8.117702,-0.5581232,-9.7032,6.018416,-27.4718,15.7453,56.72212,98.96718,601.5015,253.3307,611.4334,884.7416,674.4371,572.2034,212.7154,345.2121,672.8239,-0.013178,-0.027567,-0.009756,0.354623,-0.23019,-0.14509,0.48303,-0.93889
2.31,306.2277,511.2878,368.3063,8.104524,-0.5856902,-9.712956,6.373039,-27.70199,15.60021,57.20515,98.02829,603.2243,257.9306,612.6217,884.7348,674.384,572.227,213.2769,345.0756,674.1957,0.031404,-0.0308908,-0.010413,0.219717,-0.07329,-0.18388,0.34925,0.01925
2.32,306.0596,511.3228,368.2879,8.135928,-0.616581,-9.723369,6.592756,-27.77528,15.41633,57.5544,98.04754,604.9108,262.5355,613.7444,884.7508,674.39,572.2262,214.0724,345.7509,674.7934,0.036683,-0.0225904,-0.012314,0.168849,-0.04538,-0.15929,0.29143,-0.13453
2.33,305.918,511.3667,368.2927,8.172611,-0.6391714,-9.735683,6.761605,-27.82066,15.25704,57.84583,97.91301,606.6522,267.408,614.9134,884.7379,674.4047,572.2234,214.8633,346.3268,675.5172,0.089206,-0.0435021,-0.0013,0.245191,-0.14789,-0.1576,0.32344,0.05965
2.34,305.7206,511.3905,368.2507,8.261817,-0.6826735,-9.736983,7.006796,-27.96855,15.09944,58.16927,97.97266,608.3822,272.0114,616.1909,884.7491,674.402,572.2247,215.7523,347.1252,676.1145,-0.062599,0.0086872,-0.037515,0.31771,-0.06831,-0.16939,0.31144,-0.06124
2.35,305.5797,511.4334,368.2626,8.199218,-0.6739863,-9.774498,7.324506,-28.03686,14.93005,58.48071,97.91142,610.0709,276.6188,617.2941,884.7625,674.4072,572.2271,216.6071,347.7735,676.7618,0.022157,-0.0130001,-0.012383,0.247116,-0.13061,-0.12458,0.39057,-0.06724
2.36,305.422,511.4759,368.2603,8.221375,-0.6869864,-9.786881,7.571622,-28.16747,14.80547,58.87128,97.84418,611.7374,281.4297,618.4779,884.7523,674.4166,572.2172,217.4789,348.3529,677.5479,0.027773,-0.0225444,-0.007937,0.216696,0.03817,-0.18666,0.22323,-0.17617
2.37,305.284,511.5085,368.2361,8.249148,-0.7095308,-9.794818,7.788318,-28.1293,14.61881,59.09451,97.66801,613.3481,286.0318,619.6261,884.7562,674.4101,572.2132,218.4099,349.0025,678.2832,0.01906,-0.0133952,-0.007448,0.338839,-0.20513,-0.12206,0.2933,-0.13585
2.38,305.1345,511.5577,368.2591,8.268208,-0.722926,-9.802266,8.127157,-28.33443,14.49675,59.38781,97.53216,614.974,290.9599,620.7324,884.7649,674.4337,572.222,219.3439,349.8875,679.0495,-0.049185,0.0097133,-0.026198,0.334656,-0.10887,-0.11637,0.26729,0.09797
2.39,305.0288,511.6416,368.2515,8.219023,-0.7132127,-9.828464,8.461813,-28.4433,14.38038,59.6551,97.63013,616.4728,295.333,621.6915,884.7563,674.4009,572.2261,220.322,350.5477,679.7033,0.054052,-0.0430225,0.022731,0.142705,0.02094,-0.19075,0.35914,-0.22021
2.4,304.8748,511.6712,368.202,8.273075,-0.7562352,-9.805733,8.604518,-28.42236,14.18963,60.01424,97.40992,617.998,300.1265,622.7434,884.7461,674.4029,572.2333,221.2533,351.1509,680.6699,0.02832,-0.0253157,-0.014178,0.297766,-0.12269,-0.3757,0.1612,0.07355
2.41,304.7521,511.7104,368.1329,8.301395,-0.7815509,-9.819911,8.902284,-28.54505,13.81393,60.17544,97.48347,619.4573,304.5179,623.6406,884.7584,674.4067,572.2314,222.2596,352.0336,681.2648,-0.068463,-0.0304241,0.068496,0.270402,0.03861,-0.27231,0.27645,-0.3361
2.42,304.5789,511.7464,368.1065,8.232932,-0.811975,-9.751415,9.172686,-28.50644,13.54162,60.45189,97.14737,620.9411,309.3729,624.6844,884.7515,674.4006,572.22,223.1975,352.6469,682.1523,-0.034718,0.0019848,0.007876,0.327365,-0.05598,-0.19202,0.25469,-0.00409
2.43,304.4668,511.8091,368.0815,8.198214,-0.8099902,-9.743539,9.500051,-28.56242,13.3496,60.70658,97.14328,622.4389,313.6372,625.634,884.7715,674.4384,572.2203,224.2494,353.3783,682.8881,0.007173,-0.0292853,-0.000836,0.266556,-0.08823,-0.12343,0.35215,-0.10757
2.44,304.347,511.8556,368.0074,8.205387,-0.8392755,-9.744375,9.766607,-28.65065,13.22617,61.05873,97.03571,623.7587,318.1891,626.5024,884.7503,674.4047,572.2283,225.1903,353.9614,683.8264,0.026323,-0.0309955,0.014189,0.308183,-0.16492,-0.09259,0.12219,0.08653
2.45,304.2316,511.924,367.9546,8.23171,-0.870271,-9.730186,10.07479,-28.81557,13.13358,61.18092,97.12224,625.1048,322.6661,627.3333,884.7553,674.4384,572.2338,226.3045,355.0359,684.2777,-0.009379,-0.0155142,0.01182,0.29384,-0.07363,-0.10675,0.29922,-0.2795
2.46,304.1329,512.0134,367.9101,8.222331,-0.8857852,-9.718366,10.36863,-28.8892,13.02683,61.48014,96.84274,626.4909,326.9789,628.3155,884.7573,674.4356,572.2361,227.3316,355.7143,685.0531,0.047324,-0.0145923,0.014016,0.29505,-0.12856,-0.03689,0.20433,0.06483
2.47,304.0265,512.0727,367.862,8.269655,-0.9003775,-9.70435,10.66368,-29.01776,12.98994,61.68447,96.90757,627.6956,331.2511,629.0193,884.7614,674.4161,572.2293,228.3822,356.4216,685.8037,-0.020547,-0.0195158,0.007266,0.27011,-0.05185,-0.06473,0.27149,-0.18591
2.48,303.9396,512.1353,367.8199,8.249108,-0.9198933,-9.697084,10.93379,-29.06961,12.92521,61.95596,96.72166,629.1644,335.689,630.0003,884.7547,674.3906,572.2177,229.4309,357.1803,686.4752,0.0332,-0.0202818,0.010337,0.2228,-0.13404,-0.05252,0.2454,0.09371
2.49,303.8475,512.1857,367.7683,8.282308,-0.9401751,-9.686747,11.15659,-29.20365,12.87269,62.20136,96.81537,630.4,339.835,630.7065,884.7775,674.4368,572.2227,230.5264,358.096,687.1948,0.024004,-0.0099518,-0.00794,0.31431,-0.12898,-0.07783,0.22875,-0.1283
2.5,303.7576,512.2372,367.731,8.306312,-0.9501269,-9.694687,11.4709,-29.33263,12.79486,62.43011,96.68707,631.6098,343.9428,631.4809,884.771,674.4331,572.2233,231.5997,358.7094,687.9607,0.168821,-0.0061104,-0.068655,0.17441,-0.10018,0.06399,0.17754,-0.08984
2.51,303.7442,512.3254,367.7269,8.475133,-0.9562373,-9.763342,11.64531,-29.43281,12.85885,62.60765,96.59723,632.8004,348.0464,632.1666,884.7604,674.4104,572.2335,232.6644,359.6073,688.6558,-0.00347,-0.0016932,-0.005826,0.3037,-0.08851,-0.00625,0.19032,-0.03911
2.52,303.6507,512.3442,367.685,8.471663,-0.9579305,-9.769168,11.94901,-29.52132,12.8526,62.79797,96.55812,634.0098,351.8721,632.7812,884.7542,674.3944,572.2287,233.7622,360.4433,689.356,-0.00674,-0.020557,0.022836,0.25076,-0.07937,-0.04369,0.24416,-0.10438
2.53,303.5678,512.405,367.6631,8.464923,-0.9784875,-9.746332,12.19977,-29.60069,12.80891,63.04213,96.45374,635.1037,355.6731,633.3555,884.7646,674.4048,572.2079,234.892,361.0991,690.1184,-0.016604,-0.0088109,-0.000377,0.346,-0.07538,-0.01835,0.10941,-0.14642
2.54,303.4867,512.4552,367.6514,8.448319,-0.9872984,-9.746709,12.54577,-29.67607,12.79056,63.15154,96.30732,636.2267,359.6098,634.0289,884.7641,674.4211,572.2226,235.9878,361.9276,690.6734,0.035456,-0.0221146,0.009675,0.32932,-0.13782,-0.03851,0.15796,-0.04558
2.55,303.4173,512.5371,367.6098,8.483775,-1.009413,-9.737034,12.87509,-29.81389,12.75205,63.3095,96.26174,637.4045,363.4006,634.683,884.7663,674.4361,572.2236,237.1021,362.7138,691.4435,0.031764,-0.013572,-0.010621,0.30617,-0.09743,0.03142,0.05012,0.23434
2.56,303.3353,512.601,367.5973,8.515539,-1.022985,-9.747655,13.18126,-29.91132,12.78347,63.35962,96.49608,638.5497,367.0959,635.249,884.733,674.3752,572.2323,238.2743,363.862,691.8503,-0.017784,-0.020133,0.017165,0.27427,-0.0792,-0.07512,0.27042,-0.24854
2.57,303.2474,512.6562,367.5722,8.497755,-1.043118,-9.73049,13.45553,-29.99052,12.70835,63.63004,96.24754,639.5718,370.651,635.7173,884.7329,674.4115,572.2193,239.3801,364.391,692.5951,0.025329,-0.025369,0.005389,0.31214,-0.05471,-0.00984,0.03958,0.01645
2.58,303.1649,512.6995,367.5318,8.523084,-1.068487,-9.725101,13.76767,-30.04523,12.69851,63.66962,96.26399,640.6546,374.1374,636.2691,884.7635,674.4162,572.2202,240.5296,365.2697,693.1228,0.003578,-0.025901,-0.003215,0.31375,-0.04914,-0.01175,0.0389,0.09371
2.59,303.0785,512.7728,367.5063,8.526662,-1.094388,-9.728316,14.08142,-30.09437,12.68676,63.70852,96.3577,641.7808,377.4982,636.8829,884.7726,674.4499,572.2283,241.7069,366.2951,693.5424,0.024338,-0.007777,0.004494,0.25776,-0.09266,0.00903,0.16114,-0.01377
2.6,303.0114,512.8299,367.4637,8.551,-1.102165,-9.723822,14.33918,-30.18703,12.69579,63.86966,96.34393,642.8855,380.9647,637.4213,884.7512,674.3929,572.2333,242.8419,367.1574,694.0956,0.029221,-0.003814,-0.008227,0.25489,-0.06527,-0.05265,0.1048,-0.14947
2.61,302.9421,512.884,367.4443,8.580221,-1.105979,-9.732049,14.59407,-30.2523,12.64314,63.97446,96.19446,643.8728,384.1878,637.7792,884.7817,674.4414,572.215,243.9844,367.7888,694.7414,0.011275,-0.038738,0.003493,0.30615,-0.05837,-0.02869,0.05895,-0.16976
2.62,302.8601,512.9406,367.4139,8.591496,-1.144717,-9.728556,14.90022,-30.31067,12.61445,64.03341,96.0247,644.9441,387.3919,638.2785,884.7552,674.3972,572.2226,245.1158,368.6594,695.3058,0.013587,-0.034628,0.005824,0.30159,-0.04027,-0.01206,0.05601,-0.05648
2.63,302.7876,513.0088,367.3922,8.605083,-1.179345,-9.722732,15.20181,-30.35094,12.60239,64.08942,95.96822,645.9671,390.7712,638.8931,884.744,674.4152,572.2211,246.2731,369.5802,695.8291,0.016001,-0.018127,0.008585,0.31953,-0.11778,0.06186,0.03076,0.06002
2.64,302.7304,513.0637,367.3599,8.621084,-1.197472,-9.714147,15.52134,-30.46872,12.66425,64.12018,96.02824,647.0331,393.6552,639.3774,884.7776,674.4287,572.2156,247.3506,370.641,696.5174,-0.004598,0.013595,-0.02095,0.35172,-0.07551,0.03338,0.1952,-0.59418
2.65,302.6766,513.1457,367.3203,8.616486,-1.183877,-9.735097,15.87306,-30.54423,12.69763,64.31538,95.43406,648.0847,396.8736,639.7902,884.7505,674.4096,572.2203,248.6848,370.6156,697.2941,-0.00897,-0.016625,-0.008252,0.31023,-0.04573,0.03378,0.03857,-0.1786
2.66,302.6176,513.1858,367.2825,8.607516,-1.200502,-9.743349,16.18329,-30.58996,12.73141,64.35395,95.25546,649.0768,400.1173,640.3156,884.7806,674.4395,572.2273,249.7921,371.6736,698.0354,0.043184,-0.014068,-0.0094,0.2526,-0.06382,0.03449,0.13969,-0.01682
2.67,302.5597,513.2542,367.2417,8.6507,-1.21457,-9.752749,16.43589,-30.65378,12.7659,64.49364,95.23864,650.0912,403.0391,640.7318,884.7435,674.4022,572.2272,250.9902,372.4053,698.5503,-0.000976,-0.004863,-0.00875,0.33269,-0.04626,0.01513,-0.21131,0.56013
2.68,302.5097,513.2965,367.215,8.649724,-1.219433,-9.761499,16.76858,-30.70004,12.78103,64.28233,95.79877,651.1029,406.1904,641.2811,884.7542,674.4076,572.2207,252.0225,374.1487,698.46,0.019585,-0.03189,0.007001,0.25836,-0.01965,-0.01391,0.12772,-0.05081
2.69,302.4735,513.3567,367.1683,8.669309,-1.251323,-9.754498,17.02694,-30.71969,12.76712,64.41005,95.74796,652.1365,409.2656,641.7558,884.7686,674.4232,572.2203,253.2307,374.908,698.9279,-0.028373,0.003377,-0.009089,0.32372,-0.05433,-0.00218,0.01791,-0.12417
