time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,u_lumbar_extension,u_lumbar_bending,u_lumbar_rotation,u_arm_flex_r,u_arm_add_r,u_arm_rot_r,u_elbow_flex_r,u_pro_sup_r
5.5,305.9899,513.1716,348.0057,7.938145,-4.745328,-3.692153,67.05483,-14.8153,25.47281,23.31593,77.4733,886.0079,675.1269,572.1752,885.3164,674.3395,571.0301,492.4208,568.0764,608.8355,-0.142287,0.000472,-0.018488,0.18122,0.02553,0.03678,-0.0357,0.02761
5.51,305.9913,513.2018,347.9622,7.795858,-4.744856,-3.710641,67.23605,-14.78977,25.50959,23.28023,77.50091,886.1038,675.1,572.109,885.3119,674.3266,571.0076,492.4737,568.2085,608.7825,0.021233,-0.002837,0.019607,0.02573,-0.00481,0.04964,-0.02778,0.11262
5.52,306.0067,513.2021,347.9591,7.817091,-4.747693,-3.691034,67.26178,-14.79458,25.55923,23.25245,77.61353,886.1804,675.0868,572.0156,885.2922,674.3416,570.9982,492.5267,568.37,608.7377,0.039104,-0.037388,0.054492,-0.02794,-0.02188,-0.00319,-0.07929,-0.04439
5.53,306.0465,513.248,347.9446,7.856195,-4.785081,-3.636542,67.23384,-14.81646,25.55604,23.17316,77.56914,886.2617,675.0352,571.928,885.3094,674.3266,570.9631,492.5332,568.6064,608.5954,-0.050789,0.039626,-0.063072,0.08342,0.05298,0.09863,-0.03139,0.05679
5.54,306.0094,513.2254,347.9415,7.805406,-4.745455,-3.699614,67.31726,-14.76348,25.65467,23.14177,77.62593,886.3284,675.1744,571.9693,885.362,674.3325,570.9146,492.5557,568.7635,608.5347,0.058744,-0.024925,0.008549,-0.03486,0.01127,0.01662,-0.0377,0.04107
5.55,306.0645,513.2784,347.9435,7.86415,-4.77038,-3.691065,67.2824,-14.75221,25.67129,23.10407,77.667,886.4478,675.107,571.8681,885.4274,674.3074,570.8686,492.5901,568.8678,608.48,-0.033496,-0.012684,0.065171,0.05392,-0.05569,0.00519,-0.07434,0.00365
5.56,306.04,513.2634,347.9188,7.830654,-4.783064,-3.625894,67.33632,-14.8079,25.67648,23.02973,77.67065,886.5365,675.202,571.9499,885.4802,674.2946,570.847,492.5757,569.0897,608.4436,-0.063119,0.027641,-0.048873,0.09329,0.03686,0.06144,-0.03425,-0.08248
5.57,306.023,513.2646,347.9172,7.767535,-4.755423,-3.674767,67.42961,-14.77104,25.73792,22.99548,77.58817,886.5811,675.1583,571.8727,885.5201,674.3056,570.8283,492.5972,569.2152,608.3753,0.060323,-0.019927,0.025631,-0.04629,-0.01553,0.00378,-0.02475,-0.00308
5.58,306.0071,513.288,347.9051,7.827858,-4.77535,-3.649136,67.38332,-14.78657,25.7417,22.97073,77.58509,886.6755,675.2004,571.9944,885.5705,674.3591,570.8047,492.6423,569.2951,608.3377,-0.66231,-0.014603,-0.094728,0.65953,0.03955,-0.0159,-0.01297,0.04084
5.59,306.1914,513.4544,347.8256,7.165548,-4.789953,-3.743864,68.04285,-14.74702,25.7258,22.95776,77.62593,886.719,675.2521,571.9595,885.5951,674.3543,570.8035,492.676,569.3994,608.274,0.032072,0.01193,-0.030345,0.01325,0.02784,0.03959,-0.05672,0.1346
5.6,306.1559,513.4268,347.8111,7.19762,-4.778023,-3.774209,68.0561,-14.71918,25.76539,22.90104,77.76053,886.765,675.2041,571.8772,885.6471,674.3902,570.7853,492.7133,569.4538,608.1549,-0.005938,0.010842,-0.01311,0.03083,0.00407,0.01536,-0.03181,0.07548
5.61,306.1568,513.4301,347.7891,7.191682,-4.767181,-3.787319,68.08693,-14.71511,25.78075,22.86923,77.83601,886.8107,675.2043,571.8188,885.6581,674.3568,570.7528,492.7321,569.5312,608.0972,0.613518,0.001433,0.089352,-0.57311,-0.0259,0.04471,-0.05564,0.1143
5.62,305.9927,513.2819,347.8467,7.8052,-4.765748,-3.697967,67.51382,-14.74101,25.82546,22.81359,77.95031,886.8235,675.005,571.5941,885.7102,674.3452,570.7296,492.7438,569.5643,608.0111,-0.020512,-0.006723,0.026349,0.01873,-0.02244,0.00496,-0.02184,0.02614
5.63,305.9842,513.2764,347.8352,7.784688,-4.772471,-3.671618,67.53255,-14.76345,25.83042,22.79175,77.97645,886.857,674.9222,571.5148,885.7321,674.335,570.7081,492.7544,569.6217,607.9623,-0.064834,-0.016829,0.017982,0.05929,-0.02095,-0.0036,-0.00138,0.00947
5.64,305.9751,513.291,347.8082,7.719854,-4.7893,-3.653636,67.59184,-14.7844,25.82682,22.79037,77.98592,886.8869,674.8946,571.4683,885.7335,674.3254,570.6978,492.7329,569.6714,607.9511,0.101865,0.018195,0.015026,-0.08756,-0.01972,0.04683,-0.02002,0.03976
5.65,305.9387,513.2673,347.7912,7.821719,-4.771105,-3.63861,67.50428,-14.80412,25.87365,22.77035,78.02568,886.9269,674.8921,571.4236,885.7834,674.3562,570.6696,492.7521,569.7608,607.9257,-0.075123,0.003944,0.002833,0.08972,-0.00768,0.0196,-0.02658,0.05215
5.66,305.9586,513.2892,347.7869,7.746596,-4.767161,-3.635777,67.594,-14.8118,25.89325,22.74377,78.07783,886.9534,674.8708,571.2969,885.8119,674.3065,570.6689,492.7546,569.826,607.9157,-0.020013,-0.01307,0.033847,0.00961,-0.03158,0.00072,0.02474,-0.00624
5.67,305.9842,513.3345,347.7664,7.726583,-4.780231,-3.60193,67.60361,-14.84338,25.89397,22.76851,78.07159,887.0243,674.8593,571.3342,885.8555,674.3211,570.637,492.7842,569.8271,607.9136,0.02432,-0.017018,0.02655,-0.03219,-0.01047,-0.01257,-0.02224,-0.02986
5.68,305.9923,513.335,347.7348,7.750903,-4.797249,-3.57538,67.57142,-14.85385,25.8814,22.74627,78.04173,887.0265,674.8288,571.2769,885.8464,674.3176,570.6329,492.8249,569.8285,607.8631,-0.029332,-0.006384,0.021968,0.02949,-0.03011,0.00745,0.00789,-0.00056
5.69,306.0273,513.3783,347.7355,7.721571,-4.803633,-3.553412,67.60091,-14.88396,25.88885,22.75416,78.04117,887.0248,674.7759,571.1539,885.8548,674.3621,570.621,492.8072,569.8869,607.9168,0.021976,-0.00111,-0.031228,-0.02504,0.02748,0.01795,-0.01776,-0.00075
5.7,306.0344,513.4343,347.6879,7.743547,-4.804743,-3.58464,67.57587,-14.85648,25.9068,22.7364,78.04042,887.0602,674.7851,571.2665,885.86,674.3413,570.6247,492.8149,569.9098,607.8983,0.012041,-0.003651,0.019059,-0.01757,-0.00872,-0.00613,0.01502,0.03566
5.71,306.0281,513.4612,347.6533,7.755588,-4.808394,-3.565581,67.5583,-14.8652,25.90067,22.75142,78.07608,887.0428,674.7827,571.1801,885.8585,674.314,570.5891,492.7962,569.9101,607.9181,-0.011208,-0.027569,0.0458,0.00989,-0.04326,-0.03634,-0.0208,0.03004
5.72,306.0682,513.5295,347.645,7.74438,-4.835963,-3.519781,67.56819,-14.90846,25.86433,22.73062,78.10612,887.0868,674.6951,571.1132,885.8606,674.3373,570.5892,492.7828,569.9377,607.9081,0.023932,0.019212,-0.024863,-0.02318,0.01441,0.02041,-0.00178,-0.0344
5.73,306.0567,513.546,347.6143,7.768312,-4.816751,-3.544644,67.54501,-14.89405,25.88474,22.72884,78.07172,887.0962,674.7939,571.2432,885.8494,674.355,570.5926,492.7777,569.9603,607.8917,-0.022662,-0.000204,-0.008294,0.02231,0.00489,0.00262,-0.01616,0.02156
5.74,306.079,513.5908,347.5963,7.74565,-4.816955,-3.552938,67.56732,-14.88916,25.88736,22.71268,78.09328,887.0634,674.6856,571.0579,885.834,674.3141,570.6012,492.7621,569.9759,607.8924,0.032337,-0.019338,0.031417,-0.03873,-0.03866,-0.01694,0.00043,0.00662
5.75,306.0378,513.5596,347.5592,7.777987,-4.836293,-3.521521,67.52859,-14.92782,25.87042,22.71311,78.0999,887.0753,674.6645,571.0691,885.8442,674.3232,570.5747,492.7361,570.0005,607.8876,0.080991,-0.005815,0.043961,-0.09381,-0.03436,-0.02111,0.02337,0.01038
5.76,306.0494,513.5936,347.5595,7.858978,-4.842108,-3.47756,67.43478,-14.96218,25.84931,22.73648,78.11028,887.083,674.6819,571.0843,885.8334,674.3068,570.602,492.7348,569.9708,607.9323,-0.035209,0.018271,-0.036796,0.03919,0.02629,0.04401,-0.00866,0.00972
5.77,306.0294,513.5742,347.5249,7.823769,-4.823837,-3.514356,67.47397,-14.93589,25.89332,22.72782,78.12,887.1026,674.6888,571.1302,885.853,674.2978,570.6069,492.7215,570.0145,607.8945,0.04499,-0.040392,0.078594,-0.06156,-0.05949,-0.06146,-0.01456,0.03485
5.78,306.0719,513.6365,347.5277,7.868759,-4.864229,-3.435762,67.41241,-14.99538,25.83186,22.71326,78.15485,887.0378,674.6425,570.9879,885.8559,674.3177,570.668,492.7128,570.0306,607.8756,-7.868759,4.864229,3.435762,-67.41241,14.99538,-25.83186,-22.71326,-78.15485
