time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz
2.59,328.07809,491.94877,363.48753,-5.6754684,2.6850553,-1.7782762,42.774181,-38.134148,22.973637,62.534992,91.393524,768.35797,439.27888,595.66488,1104.4263,673.21294,512.76697,377.58616,388.66407,728.92928
2.6,328.37701,491.81,363.28188,-5.7036805,2.6665943,-1.7031006,43.507416,-38.176659,23.294134,62.42709,91.335739,772.12591,443.79734,595.02977,1104.4545,673.18273,512.78585,381.89049,390.79987,728.81968
2.61,328.64495,491.59186,363.12268,-5.7082691,2.5822558,-1.6424131,44.17374,-38.015518,23.46472,62.158405,91.071732,775.8193,448.55992,594.43387,1104.4397,673.22545,512.76698,386.28298,392.96537,728.66578
2.62,328.94457,491.40456,362.93167,-5.7965789,2.5695269,-1.6019009,44.921692,-37.962826,23.717684,61.973251,90.755615,779.61498,453.27309,593.91883,1104.4543,673.21631,512.78119,390.49594,395.1593,728.48118
2.63,329.29252,491.20206,362.72225,-5.8185868,2.4903159,-1.4883249,45.600002,-37.927006,23.896801,61.76181,90.547119,783.12612,457.8796,593.01214,1104.4339,673.19625,512.76279,394.74959,397.28041,728.22987
2.64,329.71055,491.02571,362.50828,-5.8560052,2.4439406,-1.3538991,46.252193,-37.94413,24.113678,61.572853,90.255104,786.78541,462.40519,592.34013,1104.4231,673.19699,512.77434,399.01495,399.49686,727.99255
2.65,330.11742,490.8574,362.25686,-5.9534597,2.3627059,-1.192513,46.984245,-37.890385,24.19894,61.304173,89.985306,790.50581,466.84334,591.68725,1104.4439,673.20551,512.77812,403.22194,401.57276,727.76858
2.66,330.49534,490.65173,362.04918,-5.9676809,2.3334091,-1.0987014,47.690094,-37.970383,24.489277,61.055889,89.824753,794.11283,471.143,590.80858,1104.4608,673.22575,512.774,407.39622,403.79259,727.35546
2.67,330.87308,490.4405,361.84854,-6.0536757,2.2742574,-1.0529686,48.497337,-37.894032,24.778502,60.807823,90.151802,797.56677,474.7984,589.62941,1104.4593,673.2154,512.77077,411.55278,405.80003,726.89011
2.68,331.2958,490.28596,361.61851,-6.0879164,2.2687814,-1.0115602,49.091358,-37.787777,24.953014,60.604248,89.70417,801.29858,479.34867,589.08467,1104.4378,673.23446,512.76003,415.70236,407.94604,726.37683
2.69,331.76288,490.13124,361.38407,-6.1988068,2.217037,-0.87263006,49.861729,-37.77092,25.110004,60.296909,89.798393,804.74059,483.15324,587.93068,1104.4449,673.21793,512.77853,419.80466,409.87855,725.90344
2.7,332.13825,489.94774,361.17996,-6.276608,2.242974,-0.85475677,50.597401,-37.644001,25.442451,60.046768,89.31295,808.4548,487.60495,587.4575,1104.446,673.22845,512.7834,423.89573,411.94954,725.30145
2.71,332.57917,489.75836,360.94102,-6.2857032,2.1985674,-0.76477939,51.224518,-37.555275,25.622526,59.752068,89.181702,811.94552,491.39691,586.50518,1104.4619,673.21465,512.78173,428.00403,413.92207,724.70851
2.72,333.00368,489.61361,360.71455,-6.3294797,2.1944542,-0.71617281,51.966629,-37.468513,25.920345,59.395668,89.051033,815.42023,495.32574,585.5992,1104.4472,673.2361,512.77795,431.92785,416.01388,724.104
2.73,333.44283,489.44343,360.43737,-6.4561152,2.1160989,-0.61038244,52.682438,-37.426895,26.131039,59.169334,88.860977,818.91056,499.12955,584.77835,1104.4504,673.20082,512.7756,435.86278,418.05448,723.45511
2.74,333.89091,489.25208,360.1297,-6.5467677,2.1087661,-0.5026623,53.383862,-37.379108,26.339296,58.876778,88.748062,822.38534,502.8158,583.83385,1104.4666,673.22678,512.77914,439.97712,419.58599,721.91683
2.75,334.42843,489.10539,359.85948,-6.5847802,2.0302327,-0.321316,54.019398,-37.379684,26.446878,58.563007,88.668076,825.81446,506.58726,582.90583,1104.457,673.21989,512.78508,443.92136,421.66054,721.18037
2.76,334.85592,488.91937,359.60485,-6.6355863,2.0146146,-0.25610983,54.62608,-37.252068,26.706966,58.29565,88.522324,829.20118,510.20268,581.95158,1104.4491,673.21223,512.78948,447.81403,423.48064,720.46165
2.77,335.30171,488.74892,359.34725,-6.6976609,1.9846203,-0.17607553,55.313854,-37.177315,26.919907,57.949272,88.495842,832.56636,513.68276,580.97654,1104.4587,673.23786,512.79804,451.64173,425.49043,719.63464
2.78,335.78275,488.61333,359.07982,-6.7737007,1.9316514,-0.058134403,55.923553,-37.110985,27.074732,57.633984,88.490021,835.98494,517.01759,580.02499,1104.4678,673.23829,512.79142,455.47128,427.33754,718.67302
2.79,336.31496,488.44944,358.80556,-6.8038507,1.8747412,0.10928398,56.460136,-37.029881,27.151709,57.244198,88.327957,839.69194,520.82789,579.78735,1104.4603,673.19669,512.79074,459.26047,429.32104,717.79545
2.8,336.78847,488.27145,358.51557,-6.9278412,1.8435013,0.22012703,57.118706,-36.909752,27.309456,56.888908,88.203529,843.02083,524.12696,578.84426,1104.4653,673.22224,512.78136,462.98564,431.08598,716.75713
2.81,337.25069,488.09534,358.22939,-7.0712466,1.8267078,0.29255247,57.882393,-36.801136,27.525202,56.477798,88.181244,846.43095,527.49344,578.08197,1104.4504,673.15999,512.79343,466.70734,433.01244,715.74579
2.82,337.71097,487.91891,357.9804,-7.0361123,1.839431,0.32538652,58.404484,-36.664371,27.79755,56.131954,88.137894,849.63939,530.23167,576.80588,1104.4462,673.20373,512.79107,470.44285,434.88094,714.72674
2.83,338.19343,487.74953,357.67911,-7.0105948,1.7840728,0.44897503,58.88084,-36.547813,27.903732,55.694828,88.130569,852.74659,532.79942,575.31433,1104.4536,673.23218,512.8099,474.13048,437.09296,714.48486
2.84,338.74544,487.60778,357.37713,-7.0390534,1.7379881,0.57843393,59.398865,-36.505329,28.050154,55.354324,87.778374,856.6537,536.85382,575.8369,1104.4568,673.22148,512.79632,477.81287,438.9589,713.42056
2.85,339.27776,487.42179,357.09684,-7.1257544,1.6828949,0.73307061,59.947186,-36.354252,28.091032,54.920879,87.630974,859.92143,539.84981,575.02162,1104.4513,673.22395,512.80814,481.37327,440.88457,712.57752
2.86,339.7318,487.21185,356.79579,-7.2895589,1.708505,0.79144716,60.680679,-36.333279,28.375099,54.590679,87.507599,863.24182,542.73162,574.2192,1104.4629,673.2033,512.77304,484.91082,442.81086,711.47983
2.87,340.22445,487.03779,356.54491,-7.3442359,1.6702009,0.89273065,61.201691,-36.193695,28.492422,54.215027,87.062988,866.63514,545.91275,573.79749,1104.4575,673.22043,512.7848,488.39636,444.6796,710.48193
2.88,340.75654,486.92648,356.26178,-7.2283916,1.6361092,0.98787248,61.582386,-36.118687,28.643074,53.82085,87.079468,869.72764,548.23759,572.47224,1104.4572,673.21481,512.79776,491.89929,446.53196,709.48269
2.89,341.40265,486.78945,356.11354,-7.0610533,1.5181245,1.2957138,61.776241,-36.108276,28.54464,53.386059,86.725113,873.02113,551.29685,571.90407,1104.458,673.22477,512.80171,495.32352,448.40312,708.26565
2.9,341.98095,486.6199,355.77852,-7.0014205,1.4758734,1.4074159,62.181435,-36.044857,28.678585,53.033485,86.551392,876.54378,554.39181,571.64576,1104.4694,673.24374,512.79788,498.82626,450.1203,707.24888
2.91,342.57763,486.48548,355.42323,-7.0237055,1.3973897,1.5778753,62.648449,-36.018639,28.710215,52.660862,86.344063,879.52946,557.14098,570.48901,1104.4565,673.22056,512.80541,502.27304,451.97413,706.07575
2.92,343.17071,486.39795,355.06479,-6.9386921,1.3135773,1.7502643,62.99493,-35.940796,28.761606,52.251736,86.221931,882.99767,560.25557,570.2157,1104.4785,673.21616,512.80143,505.69471,453.74766,705.025
2.93,343.51496,486.04615,354.79488,-7.0711293,1.5056232,1.6784389,63.775658,-35.813705,29.209578,51.889076,86.070709,886.05434,562.90918,569.14386,1104.4504,673.21201,512.80003,509.10946,455.60246,703.85966
2.94,344.04242,485.89101,354.47261,-7.0563612,1.4765097,1.8297955,64.22361,-35.79541,29.349756,51.500275,85.926247,889.54147,566.10434,569.26204,1104.4839,673.22667,512.79821,512.5466,457.41175,702.82544
2.95,344.5968,485.74139,354.14104,-7.0732179,1.416067,1.956189,64.645996,-35.698517,29.417669,51.14743,85.741058,892.51939,568.88943,568.22247,1104.4586,673.25355,512.79179,515.84829,459.2241,701.60978
2.96,345.1465,485.55645,353.77637,-7.1746869,1.3596485,2.0748901,65.230339,-35.627323,29.516304,50.760643,85.594353,895.65775,571.41979,567.38442,1104.4649,673.21973,512.79868,519.22793,461.15687,700.55765
2.97,345.69353,485.4084,353.39089,-7.1787724,1.3427082,2.1919653,65.710884,-35.584435,29.668228,50.362106,85.507156,898.62911,574.21078,566.4319,1104.4615,673.23057,512.79753,522.53948,462.84776,699.30621
2.98,346.23789,485.19389,352.9889,-7.1368327,1.2892004,2.3793859,66.068916,-35.590473,29.731028,50.015446,85.249046,901.87375,577.2853,566.13033,1104.4546,673.17146,512.79989,525.8349,464.82718,698.25293
2.99,346.7519,485.02272,352.64623,-7.2744155,1.2346169,2.5574584,66.609978,-35.557911,29.822559,49.686478,85.030731,904.93582,580.12433,565.38292,1104.4716,673.23375,512.79639,529.07706,466.54749,696.90424
3,347.31897,484.84956,352.26081,-7.2993021,1.1500427,2.6924012,67.018776,-35.503384,29.88983,49.325096,84.829819,908.0859,582.88326,564.79695,1104.4721,673.22311,512.8037,532.29138,468.49983,695.93303
3.01,347.89411,484.69583,351.86565,-7.370605,1.1554704,2.7964206,67.571724,-35.495296,30.06761,48.975475,84.683258,911.21673,585.53707,564.12843,1104.4686,673.21473,512.80441,535.4798,470.40228,694.69056
3.02,348.47347,484.58134,351.4676,-7.3491931,1.0818931,2.9645789,67.893158,-35.466682,30.127121,48.663071,84.439827,914.32342,588.21403,563.50567,1104.4731,673.24596,512.78893,538.64355,472.32735,693.65878
3.03,349.04333,484.4804,351.06199,-7.3004079,1.09453,3.0683508,68.320534,-35.420162,30.294308,48.332993,84.179642,917.42352,590.96302,562.86029,1104.4488,673.22334,512.79374,541.84359,474.19475,692.26108
3.04,349.60186,484.25553,350.67103,-7.3333778,1.0556496,3.2378955,68.715591,-35.405407,30.455214,47.959999,84.069908,920.53244,593.45692,562.1805,1104.4718,673.21252,512.8093,545.01495,476.21308,691.09782
3.05,350.20412,484.07281,350.2887,-7.3934774,1.0317783,3.3992298,69.239922,-35.423054,30.592875,47.581379,83.996925,923.59091,596.11889,561.46652,1104.4837,673.19694,512.80811,548.17137,478.07597,689.88943
3.06,350.80841,483.88423,349.91973,-7.5528736,0.96180642,3.5353982,69.901756,-35.413719,30.790503,47.160717,83.984131,926.74226,598.53398,560.88095,1104.4754,673.20437,512.79111,551.25165,480.09643,688.64259
3.07,351.39778,483.75208,349.52757,-7.5641766,0.89811224,3.6823847,70.239723,-35.35239,30.945925,46.835014,83.707237,929.84411,601.13609,560.22717,1104.4773,673.21648,512.81189,554.027,482.42095,687.93897
3.08,351.98096,483.60355,349.17781,-7.5761638,0.8537758,3.8527236,70.754143,-35.415817,31.183464,46.388489,83.714386,932.86596,603.36505,559.39231,1104.4609,673.21927,512.81732,557.08292,484.36124,686.61849
3.09,352.55173,483.43527,348.81242,-7.509181,0.78530937,4.0091958,71.120117,-35.409409,31.338335,45.943199,83.582291,935.93817,605.83107,558.71661,1104.4612,673.23592,512.81707,560.09375,486.48376,685.56161
3.1,353.15151,483.24644,348.42963,-7.5256691,0.77191949,4.1344733,71.48246,-35.389874,31.62784,45.613029,83.420998,938.92273,608.16323,557.90077,1104.4737,673.2319,512.7943,563.17503,488.49897,684.22523
3.11,353.79814,483.02919,348.10804,-7.5744824,0.65667027,4.2818646,72.006142,-35.374306,31.807306,45.155293,83.257774,942.0022,610.39391,557.19167,1104.4638,673.21505,512.79468,566.18815,490.37509,683.02881
3.12,354.40496,482.79661,347.73815,-7.5745339,0.58650821,4.4367256,72.481277,-35.444321,32.05056,44.722206,83.120819,945.01333,612.7754,556.49823,1104.4833,673.23255,512.80205,569.19426,492.49799,681.8211
3.13,354.95392,482.57816,347.4055,-7.559474,0.52767336,4.6031713,72.804115,-35.396168,32.319893,44.347015,83.082344,947.97535,614.76922,555.61865,1104.4888,673.24313,512.79858,572.34175,494.00285,679.68415
3.14,355.52793,482.3952,347.02108,-7.5538092,0.44234353,4.7541261,73.207054,-35.406948,32.579807,43.970387,82.953629,950.95415,616.9546,554.86352,1104.4781,673.22641,512.80781,575.05485,496.5814,679.38873
3.15,356.15523,482.17928,346.69779,-7.684545,0.30485332,4.9262376,73.761444,-35.351078,32.860523,43.485661,82.950768,953.87937,618.88808,554.03628,1104.4792,673.26229,512.81316,578.12515,497.96909,677.1728
3.16,356.77101,481.94382,346.37659,-7.7643847,0.24018404,5.0638213,74.216408,-35.351749,33.143337,43.103683,82.848854,956.79097,620.84423,553.20342,1104.4767,673.23829,512.81216,580.97573,499.94412,675.81988
3.17,357.40332,481.69667,346.03213,-7.7760673,0.18927996,5.2309031,74.680878,-35.346058,33.418232,42.6409,82.88839,959.64767,622.87132,552.36244,1104.4804,673.23227,512.79501,583.82803,501.99128,674.78039
3.18,358.11095,481.55258,345.7099,-7.8660355,0.15799828,5.3641572,75.185638,-35.324509,33.749187,42.160873,82.763931,962.5844,624.70887,551.65431,1104.4759,673.21025,512.80358,586.61704,503.89598,673.56414
3.19,358.79171,481.32314,345.36635,-8.0987062,0.053283844,5.503931,75.847298,-35.307709,34.004143,41.711224,82.678116,965.52232,626.64091,551.02443,1104.4838,673.22284,512.80844,589.39461,505.80297,672.30063
3.2,359.53683,481.19375,344.99219,-8.4789639,-0.019775007,5.6048403,76.649124,-35.281574,34.291721,41.301743,82.594711,968.29146,628.3787,550.217,1104.4928,673.21868,512.80718,592.02816,507.71374,671.08315
3.21,360.23566,481.05059,344.60912,-8.6726093,-0.063977346,5.7265978,77.194092,-35.219643,34.517136,40.867935,82.399757,971.08897,630.24397,549.61999,1104.4786,673.22128,512.79978,594.61483,509.56561,669.8294
3.22,360.89959,480.857,344.23495,-8.7267494,-0.098426551,5.8372231,77.672806,-35.224205,34.818253,40.497829,82.143211,973.91728,631.97056,549.12688,1104.4724,673.24017,512.816,597.2091,511.33831,668.5661
3.23,361.56597,480.71071,343.89496,-8.7356577,-0.16820189,5.9581227,78.055168,-35.16135,35.037216,40.054249,81.944664,976.6989,633.47916,548.43307,1104.4621,673.24733,512.8075,599.75092,513.11928,667.22834
3.24,362.10326,480.38928,343.63196,-8.0207796,-0.18249813,6.1996698,77.654549,-35.237324,35.151081,39.630093,81.677338,979.51983,634.99576,547.87961,1104.4766,673.22669,512.79632,602.45466,514.75052,665.6395
3.25,362.83051,480.19263,343.30987,-8.0370865,-0.21598625,6.2789788,78.052399,-35.183113,35.450241,39.2374,81.54776,982.23906,636.40889,547.12001,1104.4833,673.20895,512.79607,604.95261,516.37689,664.28566
3.26,363.49485,479.99589,342.99058,-8.1222906,-0.26064536,6.3939919,78.496124,-35.150791,35.722221,38.864697,81.385918,984.93258,637.85453,546.50858,1104.48,673.22631,512.81126,607.38226,518.19366,663.04997
3.27,364.22962,479.85646,342.6404,-8.1848202,-0.28636739,6.5122967,78.907211,-35.139133,36.025558,38.479095,81.294525,987.58036,639.12094,545.80989,1104.476,673.25134,512.8189,609.85885,519.90015,661.92936
3.28,364.93704,479.70332,342.27971,-8.2248726,-0.28080076,6.6059804,79.367317,-35.113506,36.407852,38.100483,81.020325,990.254,640.38115,545.22405,1104.4693,673.24595,512.8086,612.30925,521.56234,660.64943
3.29,365.68029,479.48282,341.94747,-8.1020012,-0.26845291,6.6901865,79.570305,-35.067604,36.720196,37.704063,80.898224,992.91597,641.65047,544.64883,1104.473,673.25559,512.80694,614.66896,523.16547,659.30764
3.3,366.47179,479.33156,341.57864,-8.0823631,-0.28266522,6.798336,79.92881,-35.028542,37.093857,37.271038,80.790253,995.50358,642.66457,543.98449,1104.4698,673.27318,512.80521,616.97546,524.66006,658.06131
3.31,367.19645,479.12284,341.23993,-8.0833979,-0.28961891,6.9044857,80.298187,-35.038776,37.409149,36.84277,80.626694,997.96974,643.81794,543.24524,1104.4723,673.24574,512.78908,619.30846,526.14533,656.72883
3.32,367.83736,478.84279,341.02488,-8.4199839,-0.54741746,7.1238608,80.868088,-35.145294,37.476887,36.462029,80.709999,1000.571,644.76495,542.57619,1104.4747,673.24901,512.8031,621.56478,527.56349,655.5168
3.33,368.59285,478.61895,340.71022,-8.5246658,-0.63506681,7.2349567,81.235428,-35.118118,37.620705,36.106915,80.485069,1003.1112,645.80031,542.01771,1104.4836,673.22999,512.7915,623.81238,529.10454,654.33208
3.34,369.36068,478.47332,340.39238,-8.5778561,-0.6750921,7.3118029,81.604042,-35.032326,37.926243,35.650272,80.370636,1005.4747,646.74832,541.15409,1104.4818,673.24755,512.8078,626.06844,530.5673,653.06494
3.35,370.07601,478.26947,340.04109,-8.6579876,-0.71020138,7.3851833,82.01429,-34.962917,38.199173,35.272247,80.437729,1007.9695,647.53155,540.45523,1104.4587,673.25394,512.79288,628.22129,531.92693,651.8998
3.36,370.81277,478.0918,339.71898,-8.593894,-0.70095122,7.4910688,82.183441,-34.809696,38.606274,34.866787,80.286507,1010.3825,648.54748,539.8898,1104.4679,673.2493,512.79881,630.38685,533.26632,650.65545
3.37,371.59223,477.89761,339.37935,-8.560379,-0.67199266,7.4940715,82.591263,-34.75037,38.995171,34.515133,80.369606,1012.6507,649.14642,538.86519,1104.4567,673.24141,512.81591,632.53621,534.6029,649.37618
3.38,372.32756,477.73347,339.04947,-8.5924187,-0.764808,7.5975423,82.897385,-34.724342,39.219856,34.146767,80.177048,1015.0575,650.11676,538.35165,1104.4737,673.24695,512.78436,634.5171,535.90997,648.23831
3.39,373.10119,477.5981,338.70571,-8.6514912,-0.81489122,7.7106333,83.25724,-34.689751,39.4757,33.761494,79.95752,1017.3093,651.04962,537.65132,1104.4769,673.24206,512.8104,636.59553,537.07949,646.93575
3.4,373.82322,477.46004,338.38148,-8.7398252,-0.83426189,7.789906,83.624962,-34.641087,39.766991,33.453285,79.881668,1019.5151,651.64519,536.79077,1104.4719,673.23576,512.79706,638.58423,538.40859,645.78421
3.41,374.54006,477.3145,338.05526,-8.8024263,-0.82253498,7.870873,84.021477,-34.558186,40.06443,33.081558,79.678162,1021.7346,652.52662,536.25487,1104.4624,673.24061,512.78736,640.59189,539.47469,644.50799
3.42,375.2909,477.20322,337.69907,-8.6835489,-0.76729262,7.9361086,84.179436,-34.519547,40.43412,32.772015,79.63208,1023.872,653.33758,535.57246,1104.4699,673.29349,512.80791,642.52822,540.39164,643.19093
3.43,375.99509,477.06341,337.34232,-8.6740532,-0.7500549,8.0220041,84.489388,-34.443092,40.67366,32.42635,79.225334,1025.9587,654.14762,534.78486,1104.4828,673.26095,512.81664,644.40024,541.62184,642.03488
3.44,376.72242,476.90838,337.01869,-8.6843729,-0.74014354,8.0874748,84.759918,-34.361736,40.952007,32.126717,79.285202,1028.028,654.78927,533.9832,1104.4661,673.25003,512.79745,646.33799,542.55919,640.8399
3.45,377.44827,476.76215,336.64553,-8.7594175,-0.80727112,8.1925001,85.117561,-34.306561,41.116356,31.767883,79.032715,1030.0907,655.67278,533.32538,1104.4676,673.22654,512.80375,648.23349,543.73182,639.60583
3.46,378.11603,476.56058,336.33408,-8.7274199,-0.82309359,8.2885342,85.277985,-34.222614,41.327591,31.559593,78.818405,1032.0825,656.31927,532.48358,1104.4725,673.25879,512.79368,650.15512,544.60757,638.31713
3.47,378.75456,476.3587,336.04554,-8.8339005,-0.80213475,8.3204241,85.64888,-34.128769,41.556179,31.268208,78.679138,1034.0839,657.05156,531.83313,1104.4712,673.24251,512.81058,652.02587,545.54164,637.11193
3.48,379.45563,476.20819,335.7298,-8.9770975,-0.88307762,8.4457684,86.028015,-34.060452,41.73418,30.920881,78.440109,1036.0316,657.61767,531.121,1104.4773,673.26603,512.78906,653.74338,546.54587,635.96957
3.49,380.10405,476.03399,335.42522,-8.9789438,-0.84760636,8.5101166,86.291153,-33.983807,42.002213,30.638033,78.295029,1037.9389,658.33831,530.55738,1104.4653,673.25075,512.80723,655.52371,547.33334,634.54427
3.5,380.73575,475.81346,335.07306,-9.0180893,-0.84181565,8.5792036,86.517746,-33.879604,42.209129,30.367107,78.088051,1039.8041,658.88197,529.8352,1104.4595,673.25171,512.80309,657.13363,548.39012,633.31838
3.51,381.38989,475.61968,334.74853,-9.169591,-0.8468914,8.630127,86.996559,-33.77095,42.461914,29.958567,77.936218,1041.7385,659.376,529.30221,1104.4644,673.26744,512.80848,658.76279,549.10439,631.82425
3.52,382.08827,475.46208,334.47673,-9.2253456,-0.94520813,8.7442532,87.11525,-33.6842,42.482147,29.672726,77.807785,1043.6136,659.95602,528.78524,1104.4663,673.25597,512.80216,660.44466,549.88637,630.49104
3.53,382.68626,475.26988,334.22453,-9.2146482,-0.93257141,8.787364,87.459846,-33.554771,42.745529,29.295689,77.627518,1045.4571,660.40492,528.15995,1104.4748,673.2492,512.79442,662.06798,550.69056,629.21134
3.54,383.29993,475.13622,333.98746,-9.211669,-0.97418094,8.8933325,87.693352,-33.517181,42.796379,28.86191,77.461861,1047.2465,660.90236,527.62141,1104.4621,673.24858,512.79276,663.70272,551.35522,627.79144
3.55,383.89855,474.93135,333.72507,-9.2968473,-0.9626109,8.9462404,87.986023,-33.417557,42.953171,28.588888,77.251335,1049.0483,661.33399,527.17433,1104.4642,673.27617,512.7967,665.28643,552.14529,626.50127
3.56,384.50565,474.73546,333.45459,-9.3956404,-0.9184131,8.9837751,88.267731,-33.261806,43.202137,28.287628,77.059448,1050.7978,661.74699,526.67994,1104.4683,673.27206,512.8035,666.84933,552.44803,624.21003
3.57,385.12492,474.59716,333.18273,-9.389719,-0.90817398,9.0401392,88.566391,-33.19117,43.450947,27.93655,76.798065,1052.5043,662.0444,526.12082,1104.4725,673.26419,512.79831,668.35925,553.28768,623.21657
3.58,385.73515,474.45354,332.87298,-9.3916283,-0.91039133,9.1020136,88.674789,-33.093403,43.600876,27.673346,76.663734,1054.2154,662.49975,525.71361,1104.4689,673.25828,512.79064,669.84027,553.98865,621.73075
3.59,386.34012,474.36553,332.59225,-9.482192,-0.98060983,9.1899042,89.01075,-33.013351,43.734287,27.27861,76.416252,1055.8428,662.94015,525.28408,1104.4763,673.2532,512.79168,671.29876,554.68138,620.74496
3.6,386.94238,474.24056,332.3396,-9.4318314,-0.93180764,9.2316351,89.096947,-32.898396,43.920277,27.00791,76.287125,1057.4792,663.25214,524.87366,1104.4918,673.26624,512.81364,672.72862,555.25998,619.59353
3.61,387.45961,474.0367,332.03943,-9.4087296,-0.83507985,9.2447815,89.350456,-32.771786,44.182526,26.713978,76.024467,1059.0523,663.77033,524.47302,1104.4784,673.29466,512.81449,674.08847,556.00224,618.40493
3.62,387.98418,473.8601,331.77952,-9.3595753,-0.84763932,9.3290482,89.404808,-32.68079,44.300282,26.449677,75.860443,1060.5711,664.18941,524.0705,1104.4847,673.26602,512.80403,675.47974,556.70709,617.3227
3.63,388.53322,473.71197,331.53283,-9.3941002,-0.87744755,9.4224873,89.643272,-32.654598,44.433144,26.171932,75.68042,1062.0189,664.78569,523.59686,1104.4713,673.30651,512.80441,676.88585,557.36196,616.7946
3.64,389.04659,473.4676,331.3325,-9.4890032,-0.98218793,9.4999714,89.860336,-32.576641,44.458096,25.922596,75.482285,1063.4275,665.2442,523.10513,1104.4772,673.28097,512.80509,678.2814,558.16941,616.09976
3.65,389.58985,473.34736,331.05937,-9.7096395,-1.0172038,9.563879,90.192734,-32.501617,44.552547,25.710005,75.350594,1064.8235,665.85811,522.68548,1104.4818,673.27864,512.79737,679.66434,558.54262,615.07685
3.66,390.04206,473.11751,330.73648,-9.695694,-1.0213082,9.6545572,90.386856,-32.449741,44.645016,25.464722,75.012283,1066.2131,666.30822,522.26648,1104.4837,673.27496,512.81411,680.93026,559.12298,614.07673
3.67,390.54805,472.98566,330.43167,-9.685236,-1.0209603,9.7641792,90.503448,-32.393147,44.73045,25.304724,74.823624,1067.5447,666.77844,521.83128,1104.483,673.27963,512.81568,682.22954,559.65919,613.04201
3.68,391.02033,472.86958,330.14292,-9.6852016,-0.99202502,9.8390961,90.626663,-32.354431,44.867912,25.087418,74.571655,1068.8168,667.29742,521.47483,1104.4765,673.28616,512.81662,683.39732,560.28149,612.16128
3.69,391.43935,472.66921,329.90223,-9.7434349,-0.99566442,9.893364,90.876976,-32.25938,44.990589,24.874792,74.365341,1070.0549,667.92143,520.99672,1104.4826,673.27567,512.81364,684.65509,560.61363,611.13683
3.7,391.86994,472.47252,329.69918,-9.8109407,-1.0411943,9.9921799,91.060486,-32.230717,45.076553,24.712568,74.016518,1071.2879,668.39838,520.56107,1104.4757,673.27542,512.81766,685.76969,560.98741,610.14217
3.71,392.30622,472.29129,329.49388,-9.8266239,-1.0897171,10.063629,91.135406,-32.170826,45.001369,24.579123,73.831436,1072.4977,668.94379,520.14596,1104.4724,673.26654,512.80796,686.98594,561.55054,609.19259
3.72,392.74248,472.10597,329.31346,-9.8486433,-1.114652,10.148772,91.25695,-32.12109,45.101685,24.376959,73.738289,1073.6019,669.37397,519.58667,1104.4723,673.24864,512.80824,688.1403,562.04267,608.22375
3.73,393.1736,471.93968,329.13665,-9.9381733,-1.160275,10.214103,91.431023,-32.060982,45.134678,24.22159,73.453896,1074.7916,669.95109,519.24396,1104.4874,673.26938,512.80643,689.13001,562.29431,607.28657
3.74,393.57411,471.78997,328.94871,-9.9693356,-1.2002786,10.268888,91.58136,-32.020859,45.135418,24.09952,73.291389,1075.8854,670.2758,518.71352,1104.4698,673.24219,512.81717,690.24948,562.73188,606.29597
3.75,394.02583,471.55906,328.83253,-10.061728,-1.2925529,10.300076,91.781723,-31.92034,45.164162,23.909851,73.108727,1076.9811,670.6543,518.30085,1104.475,673.297,512.81088,691.27569,563.26255,605.47808
3.76,394.5077,471.39838,328.63938,-10.092174,-1.3276973,10.347566,91.900375,-31.867123,45.252823,23.761673,72.92688,1078.0647,671.1391,517.93529,1104.4833,673.28488,512.83026,692.26759,563.70766,604.56414
3.77,394.95169,471.21747,328.49278,-10.084818,-1.3490611,10.427175,91.96328,-31.863966,45.190041,23.622124,72.726616,1079.1289,671.44518,517.67802,1104.4704,673.25521,512.79767,693.27137,564.01669,603.58641
3.78,395.42464,471.04881,328.33796,-10.237447,-1.3877457,10.487537,92.22171,-31.819532,45.260883,23.483437,72.417206,1080.1421,671.9107,517.51483,1104.4894,673.28905,512.81344,694.19858,564.41049,602.87503
3.79,395.84093,470.83135,328.16046,-10.318881,-1.3832725,10.513653,92.426575,-31.763145,45.352604,23.301468,72.150505,1081.1637,672.17192,517.37089,1104.4692,673.24945,512.8194,695.12484,564.66459,601.92336
3.8,396.26685,470.73455,327.96339,-10.339431,-1.3124163,10.608458,92.576675,-31.743029,45.504662,23.161366,71.90863,1082.1732,672.30024,517.19261,1104.4728,673.24811,512.79407,696.02571,565.08664,601.06542
3.81,396.6707,470.5408,327.8081,-10.246895,-1.3442055,10.710302,92.529129,-31.732414,45.454742,22.982588,71.723206,1083.1085,672.52897,517.04331,1104.4808,673.26858,512.81499,696.88148,565.51688,600.3179
3.82,397.05817,470.40165,327.68194,-10.243176,-1.3268772,10.752287,92.578659,-31.661854,45.511589,22.786699,71.397919,1084.1034,672.7699,517.10295,1104.4732,673.29559,512.81684,697.71594,565.63356,599.44898
3.83,397.42749,470.27379,327.53233,-10.284834,-1.3704662,10.835446,92.735764,-31.673859,45.551006,22.611776,71.301163,1085.0308,672.88154,517.01468,1104.4584,673.28041,512.79902,698.50466,565.8432,598.70172
