time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz
5.08,417.66311,458.51252,323.01875,-13.184999,-2.4061286,12.866883,96.933258,-33.091812,47.241688,21.098856,64.450325,1117.6977,671.06601,516.91127,1103.3352,673.28674,512.73594,731.35935,563.37195,587.74461
5.09,417.6712,458.43871,322.99352,-13.156195,-2.3747749,12.866261,96.919472,-33.088837,47.311371,21.102993,64.450752,1117.6846,671.07819,516.8752,1103.3592,673.26811,512.72864,731.37717,563.35668,587.79532
5.1,417.69896,458.42234,322.97922,-13.176353,-2.3644691,12.865219,96.946869,-33.091255,47.339706,21.108549,64.438988,1117.7066,671.05888,516.92251,1103.3623,673.29945,512.75164,731.36205,563.33913,587.82651
5.11,417.71479,458.36428,322.97905,-13.181527,-2.3747165,12.881596,96.93911,-33.107327,47.328358,21.105759,64.425507,1117.6926,671.02464,516.89255,1103.3676,673.27392,512.75204,731.38031,563.30911,587.85344
5.12,417.74677,458.33202,322.97489,-13.23375,-2.3923576,12.8891,97.003159,-33.118786,47.32267,21.094986,64.460518,1117.6818,671.01743,516.87472,1103.3592,673.29154,512.73678,731.38499,563.29584,587.8988
5.13,417.78934,458.29382,322.97254,-13.230149,-2.3912332,12.882536,96.979027,-33.118965,47.313301,21.111954,64.484413,1117.6943,670.98917,516.89157,1103.3488,673.2232,512.71749,731.40916,563.29885,587.93721
5.14,417.81995,458.26862,322.99165,-13.21522,-2.3943152,12.892662,96.966568,-33.121273,47.309704,21.097046,64.461029,1117.6876,670.97324,516.90361,1103.3612,673.24933,512.71703,731.40127,563.24861,587.95954
5.15,417.86845,458.26444,322.99251,-13.190047,-2.3789899,12.873864,96.943253,-33.107357,47.314259,21.089998,64.471916,1117.6883,670.92258,516.89005,1103.3545,673.23234,512.70808,731.38995,563.26101,587.98218
5.16,417.91307,458.27168,322.99056,-13.244488,-2.4066041,12.87537,96.959389,-33.112698,47.294064,21.116842,64.43676,1117.7018,670.90514,516.91575,1103.3906,673.30539,512.73354,731.39529,563.27952,588.05572
5.17,417.92705,458.23519,323.00403,-13.172671,-2.3851266,12.837788,96.90097,-33.073708,47.312317,21.103548,64.474342,1117.725,670.87483,516.89774,1103.4423,673.28938,512.72143,731.3918,563.31962,588.04158
5.18,417.95129,458.24833,323.00183,-13.175788,-2.3843632,12.825922,96.936684,-33.086456,47.351143,21.099058,64.487137,1117.7667,670.88582,516.88038,1103.5281,673.28096,512.72435,731.42315,563.31972,588.04919
5.19,417.98569,458.24722,323.00505,-13.180614,-2.3840282,12.825514,96.91597,-33.06435,47.375977,21.102995,64.495033,1117.7944,670.90856,516.90055,1103.5921,673.29851,512.72217,731.45462,563.34036,588.07326
5.2,418.02377,458.24987,323.00976,-13.152369,-2.3784745,12.81505,96.943047,-33.077484,47.405396,21.097263,64.460197,1117.8391,670.88822,516.90551,1103.6399,673.29482,512.69602,731.4913,563.39755,588.12202
5.21,418.10502,458.19006,323.01188,-13.162555,-2.3017745,12.91861,96.998062,-33.175255,47.548615,21.091692,64.462837,1117.8479,670.88163,516.91788,1103.6576,673.27988,512.69205,731.47703,563.40717,588.09423
5.22,418.11693,458.17141,323.02151,-13.157209,-2.2959433,12.938419,96.950981,-33.173271,47.532963,21.10515,64.452919,1117.8331,670.84836,516.87245,1103.6484,673.28338,512.68775,731.49753,563.4384,588.10143
5.23,418.13603,458.1845,323.01176,-13.127809,-2.2874422,12.952141,96.948143,-33.200817,47.545921,21.098276,64.458466,1117.8055,670.82591,516.85829,1103.6151,673.2712,512.71611,731.44808,563.44219,588.09433
5.24,418.15594,458.18749,323.00963,-13.152685,-2.2819183,12.965039,96.981514,-33.21405,47.537079,21.094954,64.458771,1117.7742,670.80885,516.83563,1103.6142,673.30402,512.70598,731.41963,563.41644,588.10232
5.25,418.16223,458.17876,323.00812,-13.116938,-2.2928548,12.950256,96.919479,-33.188438,47.50679,21.092808,64.490288,1117.7414,670.77444,516.82701,1103.5699,673.27811,512.70427,731.37515,563.38708,588.11795
5.26,418.16604,458.17734,322.99319,-13.09586,-2.2909296,12.958906,96.856491,-33.172749,47.46265,21.097315,64.505714,1117.7083,670.7149,516.73089,1103.5423,673.28875,512.7051,731.35829,563.33092,588.08457
5.27,418.16859,458.18978,322.99755,-13.107691,-2.3077619,12.960883,96.865158,-33.185482,47.428211,21.092892,64.480759,1117.6756,670.72548,516.75457,1103.5282,673.26528,512.70317,731.33647,563.31097,588.07202
5.28,418.1666,458.17651,323.00748,-13.143016,-2.3018415,12.94363,96.89328,-33.162346,47.417557,21.093201,64.488602,1117.6752,670.73346,516.83179,1103.506,673.29005,512.71035,731.3323,563.30223,588.06856
5.29,418.14799,458.19093,323.01012,-13.132991,-2.3262885,12.945934,96.844574,-33.165024,47.357494,21.10442,64.510826,1117.628,670.77442,516.84773,1103.4791,673.28215,512.72839,731.30078,563.25046,588.04312
5.3,418.14465,458.18408,323.00744,-13.140435,-2.2955055,12.928005,96.86351,-33.152779,47.37981,21.111538,64.49408,1117.6253,670.67488,516.81134,1103.4441,673.27734,512.73707,731.32268,563.2481,588.07256
5.31,418.15555,458.19495,323.0212,-13.103525,-2.284797,12.926493,96.840141,-33.15205,47.382854,21.098581,64.510765,1117.5905,670.65858,516.80992,1103.4279,673.22227,512.71678,731.24241,563.19034,588.06811
5.32,418.14399,458.19068,323.0215,-13.123791,-2.2846162,12.921454,96.837364,-33.149075,47.378632,21.10891,64.520576,1117.5656,670.60378,516.78328,1103.3848,673.22121,512.727,731.28199,563.23351,588.09456
5.33,418.13843,458.22146,323.02516,-13.133373,-2.3001425,12.930841,96.849205,-33.159554,47.355186,21.104095,64.517464,1117.5412,670.60999,516.84462,1103.3584,673.29997,512.76187,731.20968,563.15936,588.05566
5.34,418.12702,458.20038,323.01709,-13.109169,-2.2912047,12.920205,96.811378,-33.151001,47.365765,21.108757,64.535233,1117.5091,670.54149,516.79826,1103.3156,673.24857,512.74417,731.17756,563.1482,588.06467
5.35,418.11599,458.22388,323.00418,-13.104327,-2.2639709,12.906039,96.803795,-33.136726,47.379627,21.109362,64.528435,1117.4815,670.55204,516.82048,1103.295,673.26242,512.75373,731.15367,563.15349,588.11581
5.36,418.09602,458.21946,323.00092,-13.084743,-2.2777243,12.913205,96.778862,-33.141121,47.369267,21.104107,64.528717,1117.4673,670.47242,516.75718,1103.2871,673.28112,512.76203,731.10217,563.13506,588.05853
5.37,418.06416,458.2077,322.99862,-13.108344,-2.2942157,12.896477,96.790848,-33.130116,47.362389,21.116451,64.541931,1117.4311,670.49281,516.81491,1103.263,673.29693,512.76819,731.11285,563.17098,588.15063
5.38,418.03315,458.20107,322.97858,-13.102981,-2.2905915,12.894512,96.828354,-33.138672,47.392147,21.085546,64.517029,1117.4307,670.45969,516.82661,1103.2629,673.28034,512.77307,731.06358,563.18103,588.11794
5.39,418.01543,458.21797,322.9847,-13.096087,-2.2723916,12.897693,96.834518,-33.150059,47.41679,21.101936,64.517632,1117.4131,670.49804,516.82565,1103.252,673.23957,512.74865,731.03965,563.23561,588.15807
5.4,417.95329,458.16492,322.99539,-13.10181,-2.3022928,12.909717,96.835068,-33.170135,47.400921,21.100433,64.499161,1117.3695,670.5338,516.787,1103.2462,673.23952,512.74831,731.00381,563.26835,588.12884
5.41,417.92966,458.20556,322.9918,-13.090935,-2.2922955,12.899748,96.829948,-33.158764,47.438553,21.092113,64.529137,1117.3739,670.55549,516.82735,1103.2357,673.30078,512.78173,730.98837,563.39155,588.17607
5.42,417.89586,458.20024,323.00007,-13.103864,-2.2804317,12.903275,96.841965,-33.150723,47.477818,21.109661,64.526344,1117.3167,670.57819,516.79155,1103.2356,673.21439,512.73814,730.89839,563.38615,588.13824
5.43,417.87307,458.2107,322.99946,-13.089726,-2.2777278,12.896535,96.846481,-33.16346,47.497501,21.105099,64.510811,1117.3068,670.61573,516.88008,1103.2354,673.22986,512.76601,730.90699,563.49453,588.15495
5.44,417.84789,458.21163,322.99774,-13.092197,-2.2844896,12.887036,96.82325,-33.151066,47.510109,21.119869,64.492638,1117.2584,670.60969,516.81449,1103.1906,673.22984,512.76674,730.8574,563.5405,588.17019
5.45,417.81309,458.22305,323.00669,-13.09818,-2.2981188,12.887856,96.842163,-33.152191,47.524513,21.11137,64.497223,1117.1906,670.62705,516.82791,1103.1565,673.23708,512.77403,730.79408,563.60696,588.17599
5.46,417.78076,458.21296,323.0195,-13.094075,-2.2868407,12.889242,96.868843,-33.150715,47.566216,21.089249,64.51931,1117.1462,670.61985,516.84553,1103.1073,673.21351,512.77555,730.72997,563.63071,588.22128
5.47,417.74842,458.24458,323.02299,-13.082447,-2.305383,12.877206,96.837402,-33.145111,47.524776,21.096928,64.516663,1117.074,670.62474,516.83025,1103.0678,673.2321,512.77939,730.62822,563.62896,588.20835
5.48,417.71845,458.2529,323.0326,-13.029549,-2.2808428,12.878534,96.795471,-33.142593,47.528698,21.08926,64.558197,1117.0325,670.57925,516.80678,1103.0573,673.21654,512.78088,730.56066,563.70123,588.17502
5.49,417.68332,458.29331,323.05063,-13.029604,-2.3065381,12.885973,96.790726,-33.159992,47.512241,21.078955,64.602852,1117.0008,670.57093,516.77252,1103.058,673.22347,512.76498,730.51901,563.80754,588.19103
5.5,417.64018,458.29254,323.04171,-13.088699,-2.3059411,12.872416,96.849472,-33.145527,47.52935,21.084642,64.638542,1117.0304,670.6421,516.97809,1103.0953,673.22746,512.73554,730.48104,563.86736,588.1773
5.51,417.59104,458.30975,323.06131,-13.048241,-2.3045995,12.869234,96.817238,-33.163002,47.539619,21.087708,64.667389,1117.0322,670.65314,517.0052,1103.1661,673.22404,512.74279,730.4456,563.93924,588.21601
5.52,417.55281,458.32663,323.0656,-13.05372,-2.311408,12.882355,96.818169,-33.18251,47.540565,21.09218,64.637779,1116.9933,670.64509,516.90364,1103.2121,673.24317,512.72439,730.43242,563.97043,588.22865
5.53,417.52793,458.34839,323.0684,-13.045295,-2.3097646,12.879823,96.841446,-33.187393,47.556702,21.081306,64.668884,1116.9735,670.70718,516.96624,1103.2441,673.21996,512.71747,730.39113,564.06902,588.27124
5.54,417.47124,458.35856,323.07567,-13.03564,-2.3152719,12.887805,96.834763,-33.209679,47.563049,21.088121,64.708107,1116.9449,670.55035,516.83456,1103.2805,673.26716,512.7335,730.35616,564.13345,588.2903
5.55,417.44734,458.37936,323.09251,-13.032171,-2.2956045,12.879673,96.865486,-33.215385,47.596214,21.086296,64.693336,1116.9346,670.71754,517.0867,1103.3248,673.22492,512.72052,730.29776,564.15206,588.26364
5.56,417.40019,458.38878,323.07766,-12.954788,-2.2933955,12.880252,96.769424,-33.215958,47.556828,21.083149,64.689522,1116.9068,670.69288,517.17471,1103.376,673.24281,512.72599,730.23253,564.22512,588.29406
5.57,417.38093,458.40314,323.0659,-12.968204,-2.3064978,12.887797,96.790199,-33.242931,47.546558,21.069098,64.737999,1116.8756,670.57713,517.15656,1103.3878,673.29828,512.73912,730.18205,564.29809,588.26512
5.58,417.32601,458.43125,323.05891,-12.967695,-2.3037384,12.89382,96.802971,-33.253189,47.545834,21.07637,64.738861,1116.8483,670.56357,517.27878,1103.3987,673.29364,512.7331,730.12795,564.34771,588.30015
5.59,417.3025,458.45806,323.05164,-12.940923,-2.3045437,12.884693,96.764252,-33.278378,47.50808,21.089327,64.752731,1116.7994,670.68528,517.42258,1103.4184,673.22554,512.71787,730.03753,564.37472,588.33405
5.6,417.25101,458.4824,323.04912,-12.94595,-2.2998216,12.885188,96.775215,-33.281136,47.517143,21.063311,64.794922,1116.7663,670.56005,517.40966,1103.4852,673.31114,512.73523,729.95431,564.43896,588.38867
5.61,417.1963,458.49281,323.05178,-12.947985,-2.3126061,12.903574,96.772049,-33.312046,47.502773,21.057705,64.789185,1116.73,670.52169,517.40727,1103.5491,673.31119,512.71435,729.92694,564.51618,588.47626
5.62,417.14436,458.5378,323.03886,-12.894809,-2.2991436,12.902335,96.73764,-33.324444,47.521858,21.055979,64.819473,1116.7013,670.53573,517.45418,1103.5942,673.29234,512.72203,729.85332,564.60002,588.51536
5.63,417.09875,458.55991,323.04186,-12.878268,-2.2953651,12.920041,96.685913,-33.345734,47.545269,21.072063,64.831566,1116.6699,670.51172,517.44659,1103.6913,673.28875,512.69899,729.79,564.68512,588.56969
5.64,417.0589,458.63475,323.03639,-12.831267,-2.2979603,12.918777,96.637154,-33.35754,47.545853,21.081057,64.875107,1116.5932,670.59546,517.50106,1103.7351,673.31575,512.68784,729.75577,564.73949,588.66701
5.65,417.039,458.67009,323.02949,-12.860035,-2.3027997,12.933157,96.710716,-33.384708,47.588306,21.063797,64.854126,1116.4842,670.72706,517.52392,1103.9129,673.35837,512.70575,729.6748,564.81653,588.74659
5.66,417.01976,458.71053,323.06582,-12.871138,-2.3008091,12.935947,96.723297,-33.39695,47.614376,21.058826,64.882256,1116.3214,670.77147,517.48926,1104.0758,673.30798,512.67799,729.52945,564.79901,588.77465
5.67,417.01532,458.72254,323.02973,-12.881749,-2.2808404,12.908474,96.714996,-33.359001,47.61285,21.059393,64.870636,1116.1922,670.76637,517.49087,1104.1632,673.31867,512.67107,729.38874,564.83112,588.93958
5.68,416.97808,458.73693,323.04844,-12.899066,-2.2877769,12.902761,96.737358,-33.364101,47.610317,21.055399,64.889664,1116.007,670.80253,517.44107,1104.0977,673.31601,512.65811,729.2026,564.79218,589.00836
5.69,416.92688,458.74319,323.06004,-12.880419,-2.2846613,12.897171,96.720314,-33.359711,47.588268,21.039768,64.928635,1115.8375,670.81967,517.38527,1104.0759,673.3461,512.63456,729.03239,564.76797,589.13346
5.7,416.89675,458.79386,323.06469,-12.850219,-2.2576709,12.870799,96.685371,-33.325092,47.568932,21.030409,64.984657,1115.5934,670.89699,517.2134,1104.0757,673.32356,512.64157,728.85675,564.7133,589.26528
5.71,416.80623,458.80171,323.0662,-12.859635,-2.2629871,12.863556,96.677505,-33.32243,47.523129,21.046291,65.085632,1115.3609,671.00034,517.0665,1104.1051,673.32939,512.6456,728.72154,564.64264,589.39795
5.72,416.72969,458.82939,323.08557,-12.84915,-2.2119286,12.832442,96.629585,-33.28104,47.539474,21.083382,65.15155,1115.1156,671.13257,516.88675,1104.1127,673.33794,512.68046,728.55188,564.61245,589.52893
5.73,416.64379,458.86332,323.10014,-12.860611,-2.2173386,12.810671,96.65139,-33.283081,47.527054,21.097902,65.209587,1114.8881,671.27161,516.77949,1104.1596,673.35928,512.70107,728.43197,564.59516,589.63393
5.74,416.58874,458.90373,323.11755,-12.851606,-2.2050753,12.793808,96.662781,-33.287727,47.562305,21.161188,65.248161,1114.6299,671.42112,516.55378,1104.1852,673.35657,512.71237,728.29252,564.59417,589.79294
5.75,416.50462,458.94081,323.12314,-12.839977,-2.1926186,12.774591,96.610062,-33.295456,47.578533,21.256128,65.293007,1114.4088,671.52817,516.37291,1104.2665,673.3331,512.71324,728.16711,564.63012,589.94417
5.76,416.44414,458.99597,323.13514,-12.865898,-2.1789486,12.762802,96.64106,-33.29961,47.633282,21.317905,65.319962,1114.188,671.67644,516.21816,1104.3481,673.33998,512.72002,728.02461,564.71635,590.09337
5.77,416.3869,459.04114,323.13915,-12.830615,-2.1607544,12.746411,96.592056,-33.299969,47.654308,21.375227,65.307999,1113.9516,671.77248,516.09292,1104.4347,673.37151,512.71587,727.84436,564.78695,590.27025
5.78,416.32182,459.11112,323.17936,-12.798759,-2.1628351,12.737318,96.549675,-33.295311,47.660751,21.422659,65.273781,1113.7328,671.87694,516.05587,1104.5154,673.36251,512.7251,727.62309,564.84453,590.35358
5.79,416.25235,459.18226,323.19664,-12.799253,-2.1518924,12.710395,96.557198,-33.275318,47.658676,21.454432,65.266533,1113.5126,671.99018,516.0194,1104.5691,673.3567,512.73982,727.40609,564.91615,590.52237
5.8,416.18554,459.30522,323.20404,-12.805606,-2.1969743,12.708159,96.5737,-33.269848,47.625271,21.436296,65.269676,1113.2826,672.07345,515.89272,1104.5837,673.33356,512.73744,727.17281,565.06943,590.64853
5.81,416.09389,459.39998,323.23343,-12.761903,-2.1843765,12.680532,96.539047,-33.240131,47.61644,21.438124,65.325569,1113.0544,672.12688,515.69927,1104.5912,673.3473,512.74528,726.91385,565.12911,590.75681
5.82,415.9818,459.47999,323.25563,-12.765872,-2.1646292,12.654751,96.557671,-33.214184,47.661495,21.464758,65.362732,1112.8181,672.23342,515.60636,1104.5715,673.33934,512.74156,726.71241,565.2448,590.88176
5.83,415.86902,459.55816,323.28167,-12.724165,-2.1352351,12.619122,96.538422,-33.177517,47.702583,21.460361,65.35527,1112.5853,672.30135,515.4415,1104.5223,673.35006,512.73589,726.52711,565.39198,591.00447
5.84,415.74388,459.65238,323.30962,-12.71834,-2.1332812,12.588713,96.563843,-33.146912,47.734539,21.452385,65.368355,1112.3632,672.35916,515.34898,1104.4727,673.33729,512.74031,726.30132,565.51183,591.04711
5.85,415.58443,459.70063,323.36754,-12.698603,-2.1236513,12.558746,96.56134,-33.106903,47.762836,21.438646,65.43158,1112.1218,672.43641,515.19637,1104.4478,673.35457,512.73452,726.0915,565.63058,591.05495
5.86,415.47375,459.78794,323.37739,-12.626492,-2.1071119,12.538829,96.495598,-33.086979,47.786335,21.429235,65.429413,1111.9157,672.52804,515.15897,1104.415,673.34477,512.72446,725.86788,565.72844,591.02355
5.87,415.36205,459.87897,323.42352,-12.634753,-2.0798783,12.506935,96.536667,-33.067947,47.849842,21.448204,65.410797,1111.7468,672.68775,515.26584,1104.3652,673.36245,512.71897,725.63107,565.84814,590.98099
5.88,415.20767,459.92696,323.45471,-12.595871,-2.097842,12.512753,96.480331,-33.08123,47.83218,21.460835,65.344017,1111.5477,672.80992,515.40257,1104.3044,673.35819,512.69563,725.41758,565.966,590.91915
5.89,415.08027,460.03671,323.47893,-12.580391,-2.0962129,12.493559,96.497513,-33.070297,47.855946,21.459389,65.325447,1111.3923,672.93415,515.62188,1104.1938,673.36868,512.68409,725.2012,566.11229,590.95602
5.9,414.92162,460.09955,323.49202,-12.500376,-2.1423628,12.496231,96.358665,-33.088787,47.749454,21.484711,65.338493,1111.2519,673.0802,515.97458,1104.1125,673.33684,512.69068,724.99798,566.26543,590.9941
5.91,414.76445,460.16924,323.51448,-12.501879,-2.1411238,12.485547,96.381653,-33.088577,47.737797,21.473061,65.380302,1111.0287,673.11172,516.04419,1104.0417,673.35711,512.70148,724.76228,566.41626,590.99784
5.92,414.61613,460.23235,323.54052,-12.490157,-2.1526301,12.500902,96.320473,-33.087368,47.676941,21.481789,65.382523,1110.8047,673.21255,516.16764,1104.0528,673.34276,512.693,724.53506,566.57685,591.0404
5.93,414.47176,460.32298,323.55726,-12.43655,-2.1351452,12.506666,96.279228,-33.115063,47.655659,21.483139,65.424294,1110.6189,673.30898,516.48889,1104.0852,673.37749,512.70501,724.26957,566.67201,591.04441
5.94,414.27457,460.3499,323.58374,-12.552531,-2.1968751,12.545369,96.334862,-33.14801,47.581886,21.482946,65.459343,1110.3852,673.37656,516.68168,1104.1642,673.34887,512.69628,723.96984,566.7175,591.02512
5.95,414.12996,460.45477,323.61318,-12.549446,-2.2008636,12.545039,96.324318,-33.14172,47.551376,21.468048,65.526237,1110.1764,673.42213,516.91314,1104.2729,673.35203,512.70133,723.71096,566.85382,591.06996
5.96,413.97672,460.52711,323.62592,-12.500651,-2.1759357,12.528605,96.289207,-33.13623,47.522007,21.451056,65.523743,1109.9869,673.41143,517.14428,1104.3345,673.36725,512.69802,723.43514,566.9206,591.08924
5.97,413.79615,460.5996,323.65545,-12.533284,-2.2506909,12.536463,96.290543,-33.172081,47.427345,21.448803,65.464561,1109.775,673.47967,517.43527,1104.318,673.3699,512.6979,723.1819,567.03545,591.16093
5.98,413.60036,460.67228,323.70109,-12.500562,-2.2521656,12.527817,96.241806,-33.177444,47.416252,21.43549,65.417519,1109.5192,673.45394,517.70674,1104.2676,673.35171,512.69222,722.88471,567.10664,591.18952
5.99,413.41889,460.75976,323.71781,-12.473795,-2.238246,12.498775,96.196175,-33.182262,47.406967,21.430363,65.322205,1109.3104,673.45258,518.08441,1104.1927,673.37649,512.69544,722.5929,567.17894,591.27739
6,413.24805,460.85277,323.73774,-12.395283,-2.208992,12.478847,96.1008,-33.173717,47.421227,21.438862,65.2621,1108.9861,673.3701,518.28057,1104.137,673.35399,512.71141,722.28062,567.24902,591.36366
6.01,413.04093,460.94395,323.76698,-12.371902,-2.2095029,12.459753,96.047142,-33.182804,47.404346,21.472073,65.22673,1108.6698,673.33796,518.55307,1104.1074,673.34665,512.70871,721.9084,567.23033,591.47299
6.02,412.85962,461.05679,323.77571,-12.32698,-2.1490979,12.42771,95.983215,-33.159645,47.463169,21.505768,65.214767,1108.2851,673.30811,518.69805,1104.1225,673.35781,512.70953,721.5033,567.27784,591.64639
6.03,412.61337,461.16797,323.77816,-12.326921,-2.1640513,12.412607,95.944061,-33.147743,47.413403,21.500399,65.24514,1107.8433,673.2116,518.79149,1104.1471,673.36559,512.69314,721.05445,567.22387,591.87007
6.04,412.42627,461.30762,323.797,-12.301677,-2.1188433,12.385014,95.951103,-33.112953,47.470337,21.475117,65.199608,1107.3677,673.22231,519.07413,1104.1997,673.34325,512.68804,720.52114,567.19941,592.01626
6.05,412.21657,461.46468,323.81885,-12.306706,-2.1045988,12.385163,95.979889,-33.150826,47.480141,21.46954,65.167816,1106.8277,673.17886,519.37552,1104.2742,673.34068,512.69312,719.99129,567.16118,592.21203
6.06,411.98809,461.57807,323.8426,-12.265774,-2.1064095,12.381639,95.875923,-33.13858,47.39777,21.456842,65.089897,1106.2809,673.17095,519.83019,1104.2943,673.35913,512.71739,719.44303,567.11221,592.46883
6.07,411.75094,461.76884,323.87061,-12.245283,-2.0906186,12.371509,95.852516,-33.1744,47.368549,21.459841,65.076202,1105.7063,672.96595,520.2819,1104.2708,673.3299,512.69907,718.84518,567.03706,592.73024
6.08,411.50779,461.9121,323.89235,-12.205095,-2.0438673,12.315087,95.779404,-33.155048,47.336174,21.477751,65.058395,1105.1078,672.67182,520.72332,1104.2258,673.34272,512.68723,718.14105,566.86177,593.08909
6.09,411.24082,462.08912,323.92152,-12.193222,-1.9944556,12.260342,95.694107,-33.108082,47.297329,21.485565,65.095123,1104.3989,672.54064,521.24893,1104.1787,673.35144,512.69805,717.41023,566.77678,593.50624
6.1,410.92587,462.23024,323.95585,-12.179853,-1.955464,12.206944,95.643608,-33.093178,47.209881,21.499434,65.053444,1103.6203,672.20166,521.62645,1104.1469,673.34275,512.70084,716.61015,566.57146,593.95035
6.11,410.65274,462.43188,324.01682,-12.133649,-1.9603864,12.144705,95.481812,-33.116566,47.056053,21.634504,65.043015,1102.88,672.00693,522.28701,1104.1521,673.32791,512.69405,715.7584,566.24691,594.3405
6.12,410.33861,462.62032,324.07413,-12.10034,-1.9364139,12.080061,95.368187,-33.132092,46.924332,21.652925,65.059776,1101.9276,671.7232,522.73984,1104.1723,673.31842,512.68739,714.9319,566.05343,594.93253
6.13,410.04188,462.82143,324.12193,-12.116645,-1.9502844,12.03292,95.278664,-33.19519,46.77663,21.767075,65.221741,1101.0166,671.31506,523.30932,1104.225,673.31602,512.682,713.91161,565.86291,595.52167
6.14,409.75259,463.0588,324.1737,-12.066473,-1.9218472,11.965923,95.140373,-33.188259,46.656757,21.895296,65.255219,1099.9868,671.15084,523.91302,1104.2495,673.31197,512.68758,712.85426,565.598,596.08754
6.15,409.41302,463.27486,324.22094,-12.072193,-1.9075769,11.883585,95.051102,-33.21817,46.557404,22.023037,65.263191,1098.9595,670.8083,524.67641,1104.2646,673.30768,512.68041,711.79259,565.24316,596.76267
6.16,409.0991,463.61606,324.24483,-11.90694,-2.0615442,11.902733,94.660645,-33.378105,46.254463,22.177557,65.157333,1097.7606,670.5978,525.30612,1104.243,673.32425,512.69052,710.59975,564.90652,597.51486
6.17,408.75268,463.83618,324.30897,-11.841049,-2.0151958,11.837638,94.407028,-33.427303,46.093555,22.369453,65.15802,1096.4863,670.30277,526.0339,1104.2098,673.3216,512.6936,709.5048,564.42761,598.31917
6.18,408.36944,464.04603,324.38756,-11.821029,-1.9909589,11.783533,94.309196,-33.508869,45.954899,22.524828,65.067757,1095.1722,670.13638,526.89142,1104.1831,673.30466,512.69337,708.11051,563.89984,599.24923
6.19,408.02108,464.27649,324.47724,-11.799749,-1.9718106,11.753051,94.239983,-33.626202,45.885487,22.673183,65.03186,1093.6914,669.83162,527.6219,1104.1822,673.30197,512.69459,706.81496,563.47007,600.1955
6.2,407.65194,464.47573,324.56494,-11.780194,-1.9563342,11.707463,94.028442,-33.746239,45.651466,22.996714,64.972008,1092.1247,669.53032,528.2983,1104.2002,673.30981,512.68149,705.31689,562.99742,601.22782
6.21,407.27288,464.65335,324.63305,-11.844303,-1.9312371,11.642919,93.978996,-33.827084,45.524658,23.203243,65.018005,1090.4357,669.34742,529.08306,1104.2345,673.28245,512.68834,703.86904,562.39256,602.32286
6.22,406.87191,464.83104,324.68622,-11.888447,-1.8698789,11.564766,93.928955,-33.93396,45.371433,23.500269,65.283684,1088.449,669.05758,529.34432,1104.2526,673.28203,512.67787,702.1936,561.74157,603.49649
6.23,406.49238,465.05763,324.74787,-11.852407,-1.8331457,11.524006,93.70108,-34.065647,45.220997,23.796194,65.0979,1086.5009,668.93579,530.14251,1104.256,673.27622,512.6931,700.46878,561.05897,604.63969
6.24,406.0782,465.22352,324.80608,-11.819155,-1.781827,11.485902,93.543068,-34.248505,45.019787,24.130005,65.238121,1084.5201,668.52182,531.03135,1104.2493,673.26661,512.70607,698.49801,560.26363,605.99769
6.25,405.68925,465.4294,324.86328,-11.807458,-1.70757,11.415399,93.379707,-34.37743,44.818199,24.424551,65.316284,1082.4421,668.28361,532.05795,1104.2241,673.24598,512.68502,696.57943,559.40676,607.1916
6.26,405.26775,465.63519,324.94637,-11.786466,-1.6608628,11.345547,93.072701,-34.424007,44.529186,24.748934,65.396111,1080.1909,667.8611,532.63165,1104.2086,673.23304,512.6909,694.54431,558.54302,608.4628
6.27,404.75378,465.81893,325.01249,-11.778255,-1.6175175,11.240342,93.006752,-34.48526,44.401001,25.010395,65.546661,1077.9089,667.45091,533.29154,1104.2181,673.22828,512.70452,692.45308,557.67433,609.94045
6.28,404.23078,466.05004,325.08534,-11.692049,-1.5587598,11.132933,92.574524,-34.554527,44.114239,25.418114,65.627892,1075.5818,667.10753,533.93369,1104.2424,673.23872,512.6973,690.34352,556.9383,611.30298
6.29,403.66845,466.2474,325.17336,-11.524629,-1.5058019,11.053218,92.287117,-34.664688,43.908577,25.697025,65.68531,1073.3607,666.62499,534.92346,1104.2502,673.23425,512.68435,688.22217,556.11051,613.19234
6.3,403.08022,466.46138,325.29443,-11.447898,-1.3981879,10.918575,92.044098,-34.770374,43.748943,26.086792,65.636841,1071.0492,666.11694,535.71702,1104.2544,673.22835,512.69188,686.02776,555.45319,615.01515
6.31,402.45389,466.63734,325.40945,-11.447885,-1.3100303,10.796016,91.901909,-34.84692,43.684151,26.418341,65.770195,1068.6236,665.41345,536.24473,1104.2536,673.25775,512.692,683.7587,554.7117,616.56581
6.32,401.84804,466.85032,325.55769,-11.326624,-1.2735852,10.687685,91.621063,-34.949001,43.613441,26.748659,65.776581,1066.3372,664.77332,537.2683,1104.2414,673.23231,512.69859,681.61109,553.84013,618.24678
6.33,401.15856,467.03088,325.69963,-11.323932,-1.1911079,10.56028,91.449677,-35.027241,43.542351,27.062565,65.873009,1063.9322,664.16829,538.2176,1104.2302,673.22806,512.69341,679.31851,553.22073,619.94716
